-6.910821688627272197e-01,-2.616926417201757431e+02,-2.423082174082240858e-01,-1.035324498786057389e-03
-3.801945551907323084e-01,-2.788276868667453527e+02,-2.297866055384917283e-01,-2.134657239263487369e-02
1.119199366181980321e-01,-3.234367892686277628e+02,-2.325934301610216859e-01,-9.213931743402768715e-02
-8.305600064223384038e-01,3.848653732873499393e+02,2.410472880708041388e-01,2.201510074151713514e-01
-2.011774677056751059e+00,4.941728500537574291e+02,2.663328701988347813e-01,4.372517705836166946e-01
3.312258479046047199e+00,-5.449363140610512346e+02,-2.490945069899572206e-01,-6.424387562853250966e-01
-5.192292349372118920e+00,6.383758312836289406e+02,2.437866842393648925e-01,9.082314603666550301e-01
-7.177389565801873594e+00,7.113219851627945900e+02,2.230334476250395714e-01,1.135057899370592871e+00
-1.375684235354513518e+01,1.178665310442447662e+03,2.979735989102271221e-01,1.995183533239693885e+00
-1.381935685560502236e+01,1.116005987353622913e+03,2.231432497116784541e-01,1.921391093416610296e+00
1.079296186500457111e+01,-9.490814145877957344e+02,-1.471994958078438054e-01,-1.616250407313518433e+00
7.156149886833963691e+00,-9.575361785963177681e+02,-1.139273899633209686e-01,-1.600390742885798412e+00
-7.941922872491323782e-01,-2.419209129288792610e+02,-2.392323813840837587e-01,-2.705065618990964808e-03
-1.331271278764149413e+00,-3.006540844189003110e+02,-3.393267626240394907e-01,-4.345997468598809810e-02
1.866449921977681337e+00,3.262845866749994457e+02,4.317523894128459938e-01,2.027219436252585827e-01
-3.171850232246724577e+00,-4.633087798533961177e+02,-7.059552575490419812e-01,-7.224659821480106103e-01
2.465544556507207385e+00,3.141556693091988564e+02,5.426348224200115977e-01,9.701069614863410129e-01
2.658509394760125932e+00,3.034838952049612999e+02,5.873453552560982116e-01,1.622970428886095329e+00
1.962943269100328347e+00,2.045043963268399239e+02,4.397114221855257798e-01,1.736881420576483759e+00
-4.967691114603914215e+00,-4.788741254508495331e+02,-1.136236440810022064e+00,-6.076717158110721329e+00
1.982616685794513556e+00,1.787369444407522678e+02,4.659699175591027753e-01,3.241605810363031637e+00
-1.284665490877627603e+00,-1.092377915866672993e+02,-3.113832362349863714e-01,-2.732648937927055321e+00
-6.432093057344338005e-01,-5.194458664208650589e+01,-1.613028184714369317e-01,-1.742821887599377728e+00
-1.085542892348618782e+00,-8.373547723889350891e+01,-2.823672431872647492e-01,-3.683043697636613878e+00
-1.555158345521398644e+00,-3.411409562081098557e+02,-3.462159288066072316e-01,-2.190881682887221155e-03
-1.085060442871413677e+00,-3.801044752597808838e+02,-3.159355003464391354e-01,-3.061104900952607566e-02
-3.552745404495997184e-01,-4.182527215834707022e+02,-2.769588043018755830e-01,-1.102072906305942429e-01
-5.908276088012406335e-01,5.759473418779671192e+02,3.004765690820385693e-01,2.727804552829499185e-01
-1.954260225321713396e+00,8.102939624302089214e+02,3.269618337200059788e-01,5.314432434775362424e-01
-2.113566696419137969e+00,9.039295711331069469e+02,2.770227378974364774e-01,7.110452527744586249e-01
5.734583274539138964e-01,7.514704783670604229e+02,1.757832362232477075e-01,6.607203698232094746e-01
-7.233211838542949579e+00,-8.237001824229955673e+02,-1.551994822880798652e-01,-8.063086110083682589e-01
1.752462167739624377e+01,7.961600622572004795e+02,1.397839267447947287e-01,9.297876082821884269e-01
5.772299580600733293e+01,1.564372582845389843e+03,3.126236249108844678e-01,2.443210283251795012e+00
3.447530954135704206e+01,7.140379330515861511e+02,1.859629350152783578e-01,1.655146779518870792e+00
2.099839765238693090e+01,3.875456666201353073e+02,1.363473140484356694e-01,1.405204497861233248e+00
-1.718333229024877173e+00,-3.420396266728639603e+02,-3.683833470613830374e-01,-3.771619566706574389e-03
-2.719165677635583478e+00,-4.138137441512662917e+02,-5.457664217473665591e-01,-7.026928748023174298e-02
-4.842406322706365174e+00,-5.943239951655268669e+02,-9.718632690539028562e-01,-4.501307041842915191e-01
3.402725322323292723e+00,3.571628870740532875e+02,7.080711262804011419e-01,7.139338139304799435e-01
2.728018668090167242e+00,2.538782530352473259e+02,5.976722725159647753e-01,1.054077311584958432e+00
2.965497378019442021e+00,2.506449308246374130e+02,6.897253279704198548e-01,1.882396056667325235e+00
1.502828994752847702e+00,1.173632954494096339e+02,3.727180289184589546e-01,1.455279830893227100e+00
-1.514700967542067733e+00,-1.107065879171714187e+02,-4.019834021341605612e-01,-2.126163731870078344e+00
-2.533428187290044153e+00,-1.750130943655967712e+02,-7.204704066070465318e-01,-4.958762448324479877e+00
-2.328754441104450734e+00,-1.532371770665049553e+02,-7.105560518057126851e-01,-6.170881374543195186e+00
-8.614610283213415265e-01,-5.433330434560775757e+01,-2.818559770273543763e-01,-3.014255987002782966e+00
1.145994668431976393e+00,6.962858453392982483e+01,4.021985075264202791e-01,5.193065581953642429e+00
-2.852052127776646184e+00,-4.121205662935972214e+02,-4.736525603705880605e-01,-4.590964634291648180e-03
-2.840133211418124581e+00,-5.232603455185890198e+02,-4.650088892729935530e-01,-4.607709745600722939e-02
-2.747488956219393152e+00,-6.412525682803243399e+02,-4.291316601982493317e-01,-1.688122624143089112e-01
-2.351108079503329229e+00,-5.468581523485481739e+02,-2.756591066633026776e-01,-2.450666056017508643e-01
5.170378235267868661e+00,7.096695386804640293e+02,2.732782477938088261e-01,4.348047291033125816e-01
-9.871361443272048675e+00,-6.592643740057465038e+02,-2.108705619699591249e-01,-5.219399952185017622e-01
-1.679435983715332625e+01,-6.233615862131118774e+02,-1.958484353129569533e-01,-6.739728959293931343e-01
3.098829456174634345e+01,7.981667680386453867e+02,2.971952069398408613e-01,1.314978236276050261e+00
2.626677547945945790e+01,5.667272195480763912e+02,2.781475115977180557e-01,1.545424560684959925e+00
-1.829061931016681442e+01,-3.713672697898000479e+02,-2.464717174095605035e-01,-1.716274470570742450e+00
1.235247895694619835e+01,2.502917642537504435e+02,2.223483601415796596e-01,1.926502182842144251e+00
1.365774972159229428e+01,2.834158986452966928e+02,3.298685025411964289e-01,3.507508185705689563e+00
-3.288866211595872446e+00,-4.549317512959241867e+02,-5.507516688499501933e-01,-6.774797859664143627e-03
-3.189402824102837819e+00,-3.632908804016187787e+02,-5.663135724091646894e-01,-7.255083315332160054e-02
3.506139067584169045e+00,3.383555499762296677e+02,6.810394778731737597e-01,3.083843522912491086e-01
5.314636984348825699e+00,4.513481840342283249e+02,1.139678708939434015e+00,1.120931321216103838e+00
6.196848993477940049e+00,4.757321549765765667e+02,1.471851809761602681e+00,2.531633972866612847e+00
2.107604058424199511e+00,1.491186268478631973e+02,5.547378777832665531e-01,1.476695435242875387e+00
-4.703481221720263505e+00,-3.111408882513642311e+02,-1.370671609431253657e+00,-5.220691335445532211e+00
-1.637938526648103688e+00,-1.024157540323212743e+02,-5.278051809011908846e-01,-2.723586198066382913e+00
-1.044765981217485651e+00,-6.227362293750047684e+01,-3.713826679714747336e-01,-2.494016656593217363e+00
9.998352907142057377e-01,5.718948010355234146e+01,3.912938974589408314e-01,3.315955024617344371e+00
-9.520314375049520050e-01,-5.253803709149360657e+01,-4.088072464706553610e-01,-4.266536159543478313e+00
-4.160725031377568994e-01,-2.224961102008819580e+01,-1.956053196968390862e-01,-2.464962058783886079e+00
-3.450002822663388091e+00,-3.254828636050224304e+02,-4.682484642211874881e-01,-6.206024763663903036e-03
-4.222787844622232001e+00,-4.129572493359446526e+02,-4.399456347695983593e-01,-4.582417426592497872e-02
-5.781393325459417198e+00,-4.992010501176118851e+02,-3.976414892618851948e-01,-1.579586912984081992e-01
-8.372694130978166172e+00,-5.135099737867712975e+02,-3.254179261748562091e-01,-2.870586723029191489e-01
1.516607582481496763e+01,6.053731607138179243e+02,3.578314759362153374e-01,5.467969287600824568e-01
1.685059198216434595e+01,4.867557611670345068e+02,3.252913650495903308e-01,7.479604158487360710e-01
1.830334501381391021e+01,4.471811138652265072e+02,3.859840420666427185e-01,1.248738738477747301e+00
1.877277584627018925e+01,4.331291887052357197e+02,5.061939230035967796e-01,2.225469167371604939e+00
-1.453897880815335419e+01,-3.351421554237604141e+02,-5.297787490522056775e-01,-3.072101835753779486e+00
-1.161692523984271119e+01,-2.739797918796539307e+02,-5.747708545620414666e-01,-4.272288012754145825e+00
-4.141382855858071643e+00,-1.007418863102793694e+02,-2.741267955494842701e-01,-2.545978561995182687e+00
-4.169541657057347805e+00,-1.047559884637594223e+02,-3.610571864387498997e-01,-4.099712934414387000e+00
-4.345663043426561067e+00,-4.053591777384281158e+02,-6.075254184429011994e-01,-9.001504003607035259e-03
-4.284613179966634711e+00,-3.615798288024961948e+02,-7.312831357810409827e-01,-9.461188011761678673e-02
5.331294309666446019e+00,4.038214172795414925e+02,1.097553576144831844e+00,4.956814821593490961e-01
-3.593931794072517949e+00,-2.478473522290587425e+02,-8.768836641335955306e-01,-8.594919311032613862e-01
4.361329773796255083e+00,2.781050968617200851e+02,1.247634169988125041e+00,2.139278230881242582e+00
4.118190363535600973e+00,2.460669488310813904e+02,1.368285215901351659e+00,3.632261040933948415e+00
-1.877285885601694293e+00,-1.062487613484263420e+02,-7.182918190610512177e-01,-2.729200928846701402e+00
1.500675433672146397e+00,8.112955258786678314e+01,6.571212383395816925e-01,3.383543077039682156e+00
6.965421419002617576e-01,3.621340562775731087e+01,3.467062609473630097e-01,2.323833292461058520e+00
-6.057695745269250365e-01,-3.044879489019513130e+01,-3.406605313403117119e-01,-2.881901106114368449e+00
-6.627447195292301974e-01,-3.234412585571408272e+01,-4.187332589361801860e-01,-4.363401660932627379e+00
2.401398124046461857e-01,1.141848395531997085e+01,1.695944696542792396e-01,2.134193218409423221e+00
-4.512929798776080581e+00,-3.042513608038425446e+02,-6.050108241862088843e-01,-8.637843100476322658e-03
-6.941801183244773021e+00,-4.470353398770093918e+02,-7.193077464152263234e-01,-4.217006191165478812e-02
-8.849582446372680877e+00,-5.071655128896236420e+02,-6.766957948915509613e-01,-1.384221621024912530e-01
-9.111079790907719911e+00,-4.353465091958642006e+02,-5.080545963147484745e-01,-2.264126210830744446e-01
-1.232931858249828672e+01,-4.755775446742773056e+02,-5.345851092141834515e-01,-4.152295806670943112e-01
-2.157391848392052935e+01,-6.922563508749008179e+02,-8.302780555598773260e-01,-9.892410528668412750e-01
1.713720164173582816e+01,4.851688217408955097e+02,6.746682205576134406e-01,1.143896741331062561e+00
-1.387931617567975096e+01,-3.670646235123276711e+02,-6.210640085016898571e-01,-1.429064586935993697e+00
1.323621066105686594e+01,3.406224463876569644e+02,7.161579428602855568e-01,2.160028947956968981e+00
-1.088398172879012726e+01,-2.793433818444609642e+02,-7.314377140435524005e-01,-2.811319359109055060e+00
6.393838318078280736e+00,1.658450305946171284e+02,5.375187724145563672e-01,2.570276311247353451e+00
-5.249697718057555917e+00,-1.385065891034901142e+02,-5.492586130783708720e-01,-3.201693583550017319e+00
-5.673127042577403856e+00,-3.830760484337806702e+02,-7.850713776940573263e-01,-1.197702732350842611e-02
-4.351078656150964896e+00,-2.909210661351680756e+02,-7.465108195991058126e-01,-5.573662382960258704e-02
7.924284037292437688e+00,5.112968894056975842e+02,1.663547263509937313e+00,3.982463153547257662e-01
6.568483699986195745e+00,4.051892027035355568e+02,1.649754420226877905e+00,8.396324099803164076e-01
4.552755858632317576e+00,2.682348079783841968e+02,1.346006705860467445e+00,1.189005599819298986e+00
-4.940602377912998833e+00,-2.787361649274826050e+02,-1.698815638318372789e+00,-2.314476957185465089e+00
5.761987538381548646e+00,3.124679712802171707e+02,2.283108767473668532e+00,4.442824076987508697e+00
2.802179266877484309e+00,1.466555178612470627e+02,1.268759910637091926e+00,3.341795257237788697e+00
-2.006417700573846385e+00,-1.017311836257576942e+02,-1.030372063293498286e+00,-3.529843262680944171e+00
1.519108658732014838e+00,7.485990029573440552e+01,8.799035341705814250e-01,3.802853305700237829e+00
1.112137872139473460e+00,5.342638189345598221e+01,7.221558467116390156e-01,3.843030696940390012e+00
9.625880630662951853e-01,4.518638131022453308e+01,6.973586218940966974e-01,4.480865108130961616e+00
