Name,FitNum,RedChiSq,lf,AlignMag,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,ddG12,ddG21,dG13,ddG13,ddG31,ddG23,ddG32,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,ddG12_err,ddG21_err,dG13_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,
dG15N1-mc,1,0.411204914633,60.810645,auto,0.00113883452791,0.000424010356501,35.8861181682,-1.82900162343,3036.41434963,14703.0333984,0.0,2.66441020597,2.66441020597,2.66441020597,4.98831181982,4.98831181982,4.98831181982,3.01948770781e-05,2.41985416736e-05,0.252866852986,9.00925605361,118.837519525,2003.42924746,0.0,0.0163026291418,0.0163026291418,0.0163026291418,0.120803759173,0.120803759173,0.120803759173,3.45944034093,3032.95490929,6.24134629356,14696.7920521,0.0,0.0,0.449285939544,0.000329711462883,6.80420595498e-05,4.01546003472,16.7207295463,12.7052695115,4.60093479008,16.3710521307,11.7701173406,0.0,0.0,0.163479125582,118.702161204,0.921966838439,2002.57883585,0.0,0.0,0.0273269577142,1.29040702511e-05,9.27138302827e-06,0.0364596732739,0.0303151882938,0.0248480182183,0.119129690053,0.0882723453722,0.0811698707388,0.0,0.0,
