Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dT5N3-mc,1,278,266,12,109.380507292,0.411204914633,0.92663368904,0.923311440996,-234.137821684,-191.78372681,109.380507292,1490.88193014,0.641252613743
