Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
rG16N1-mc,1,328,315,13,227.653353868,0.722709059898,0.890791532155,0.886270162467,-92.6229249723,-44.4729837321,227.653353868,2084.57602565,0.850122967516
