Name,Fit Num,RedChiSq,lf,FuncEvals,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,
hpTT-GTG_G6-C1p,1,7.08363338995,150.784627,12,0.0545896952535,0.0,4.60142527631,0.0,1177.20452896,0.0,0.0,2.58476138069,2.58476138069,2.58476138069,7.81886946908,7.81886946908,7.81886946908,0.00157511411828,0.0,0.0311544878522,0.0,62.0415724004,0.0,0.0,0.161596139795,0.161596139795,0.161596139795,0.767149741613,0.767149741613,0.767149741613,
