Folder Number, Corr. Offset (Hz), SLP (Hz), R1p_MC, R1p_err_MC, red. chi-sq
976,-582,800,7.82275136332,0.15291671728,17.2424792974
977,-873,800,6.60398621015,0.164712696248,18.2702288286
978,-1164,800,5.48898695283,0.144433732655,17.241801866
979,-1455,800,4.43919542078,0.137788230779,22.0759948169
980,-1746,800,3.84185644586,0.131237541071,28.0298202526
981,-2037,800,3.35177970298,0.120292530696,25.8003769
982,-2328,800,3.04690406668,0.128653326759,30.8334209205
983,-2619,800,2.79533849201,0.116047695218,36.7286141583
984,-2910,800,2.75863372052,0.114058694798,28.5101673254
985,-3201,800,2.62651569771,0.115284674572,41.0075218886
986,291,800,7.20658357354,0.150573333125,16.193821285
987,873,800,4.55471206389,0.136661799513,22.7099507557
988,1455,800,3.24903088648,0.127695621202,25.9860287028
989,2037,800,2.87124498784,0.120907364498,32.9092248644
990,2619,800,2.5220199495,0.126810069341,25.6497633231
991,3201,800,2.48413814913,0.112965900213,31.8390234948
992,-10,1000,8.78924633373,0.166793308496,17.8739436002
993,-291,1000,8.65895732193,0.162678593879,19.9046663795
994,-582,1000,7.96132557869,0.161500954544,17.7129143597
995,-873,1000,7.12487043852,0.152208458489,19.4536053102
996,-1164,1000,5.80910026205,0.137587543731,20.7797841098
997,-1455,1000,5.01831202616,0.137696431751,21.9779536519
998,-1746,1000,4.25496874138,0.124801590712,27.6846857171
999,-2037,1000,3.83925665857,0.1189105553,27.0074605351
1000,-2328,1000,3.41708934669,0.128602434835,20.6151132805
1001,-2619,1000,3.06158492713,0.123739546759,26.1568834548
1002,-2910,1000,2.80166052829,0.112309792049,35.5043855654
1003,-3201,1000,2.75996141253,0.115240725753,36.1347858814
1004,291,1000,7.38164204385,0.14291202728,14.3022487245
1005,873,1000,4.96022334611,0.12892840948,22.7998675912
1006,1455,1000,3.64447770053,0.123264907867,27.4020217416
1007,2037,1000,3.0270862953,0.120803167682,28.65975913
1008,2619,1000,2.76836275274,0.113106076678,36.9125302781
1009,3201,1000,2.61922166741,0.113228963559,34.8925557538
1010,-10,1200,8.35695492304,0.184871468534,17.6314483375
1011,-291,1200,8.39435744043,0.172200447886,17.9717462392
1012,-582,1200,7.88032532727,0.164581024566,20.8200798011
1013,-873,1200,7.10832772018,0.151601836787,14.5974947324
1014,-1164,1200,6.22124487914,0.149193204695,16.0986715226
1015,-1455,1200,5.36789900636,0.126634299235,23.1848750696
1016,-1746,1200,4.524352681,0.137758133177,27.5877994597
1017,-2037,1200,4.01010404222,0.12711781088,29.8089349629
1018,-2328,1200,3.58216556976,0.132621821925,26.2392433706
1019,-2619,1200,3.34958845839,0.124008037389,28.2468555625
1020,-2910,1200,3.00010637263,0.116651457126,34.3883920406
1021,-3201,1200,2.80980474358,0.12052786066,35.7422609653
1022,291,1200,7.2623411563,0.165018548615,15.7147910786
1023,873,1200,5.18702262373,0.14006362261,13.4682677311
1024,1455,1200,3.97328045405,0.119508614632,28.8748139964
1025,2037,1200,3.27820661252,0.115849894111,31.4938111134
1026,2619,1200,2.93218651797,0.110654321448,21.8686083987
1027,3201,1200,2.77122400408,0.122524829639,34.6913532279
