Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dT5N3-mc,1,108,103,5,42.0256482055,0.408016001995,0.920404256208,0.916502504062,-91.3476860618,-78.5252652203,42.0256482055,527.988636119,0.638761302831
