Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dG6C1p-mc,1,120,115,5,22.1853243741,0.192915864123,0.999675848354,0.999661631176,-192.040972618,-178.629829694,22.1853243741,68441.1898457,0.439221884841
