Name,Fit Num,RedChiSq,lf,FuncEvals,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,ddG12,ddG21,dG13,ddG13,ddG31,ddG23,ddG32,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,ddG12_err,ddG21_err,dG13_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,
dG15N1-mc,1,0.340932575305,70.960783,44,0.00344591508873,0.0,44.0723152829,0.0,2999.47738829,0.0,0.0,2.54650058622,2.54650058622,2.54650058622,5.05417014078,5.05417014078,5.05417014078,8.24737902089e-05,0.0,0.0861710185302,0.0,92.9086324354,0.0,0.0,0.0195879310626,0.0195879310626,0.0195879310626,0.0810137328353,0.0810137328353,0.0810137328353,10.3359443906,2989.1414439,0.0,0.0,0.0,0.0,0.0967497465358,0.000334544222402,0.0,3.3582416508,16.0721339475,12.7138922967,0.0,0.0,0.0,0.0,0.0,0.40407313472,92.5888053799,0.0,0.0,0.0,0.0,0.00378233201425,1.03625239823e-05,0.0,0.0296424714371,0.0257217360806,0.0204099270028,0.0,0.0,0.0,0.0,0.0,
