Index,Offset,SLP,Dly,nInt,nInt_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc
0.0,-1000.0,200.0,0.17,0.5444165018716396,0.01029505889387978,0.5528891886798919,0.005508516338906479,1.0329143094610922e-21,0.10814992715408572,-1.3327146649378323e-05,-0.5422085669558333,0.0015670375384373891,0.0004119475977039843,-0.005304198952918287,1.5790217474577679e-18,-7.826703893657694e-20,3.147509794475913e-19
0.0,-1000.0,200.0,0.17500000000000002,0.5451304082189394,0.010374327017603784,0.5434950640696317,0.005414921580631142,-9.646085747472686e-22,0.10631204893777652,-1.2446327860899324e-05,-0.5329959776589271,0.0015404072094935724,0.00040495020008642,-0.005214076718943862,4.2002071062087006e-19,-2.2300279770653527e-19,8.498785371329706e-20
0.0,-1000.0,200.0,0.18,0.5558586635541132,0.009568159142334009,0.5342605547495664,0.005322917048543149,6.37152697583457e-21,0.1045054401352027,-1.1670505359089906e-05,-0.5239399107751486,0.0015142300213369134,0.00039807142092537995,-0.005125485575684064,1.0924128452280514e-18,-5.836820828703236e-20,2.1198486096937765e-19
0.0,-1000.0,200.0,0.185,0.5288427256975146,0.009799445785006295,0.5251829487032703,0.005232475728620227,-6.831791334741973e-21,0.1027295636596932,-1.0985508639670398e-05,-0.5150377079968962,0.0014884981830888822,0.00039130928249328793,-0.005038399532309256,4.172354649638836e-20,-1.0879918687091165e-18,1.5311796765006358e-20
0.0,-1000.0,200.0,0.19,0.5136145447257859,0.010206105089608678,0.51625957999381,0.005143571065082874,-8.171935915630575e-21,0.10098389234666215,-1.0379112125306949e-05,-0.506286756024198,0.0014632040488448664,0.0003846618354773892,-0.0049527930363127875,4.2155503168873506e-19,-3.4878050477625345e-19,9.264477847727303e-20
0.0,-1000.0,200.0,0.195,0.5163617063455842,0.010334919252537817,0.5074878279807602,0.005056176952710991,1.2993619184295232e-20,0.09926790867542433,-9.840767659492977e-06,-0.49768448582185804,0.001438340113477098,0.00037812715921024115,-0.0048686409665148695,-6.69613702785779e-19,8.58264414744345e-19,-1.471736841117388e-19
0.0,-1000.0,200.0,0.2,0.5154525386897049,0.010804000896595679,0.4988651165507377,0.004970267729278911,-3.586924291228461e-20,0.09758110451086137,-9.361373801818418e-06,-0.4892283718864178,0.0014138990087483904,0.0003717033617992082,-0.0047859186261250556,5.305576944556141e-19,-9.812710591973016e-19,1.4269113280063062e-19
0.0,-1000.0,200.0,0.20500000000000002,0.5138777930948778,0.00945066333999518,0.4903889133607235,0.004885818168103764,5.5477529710121224e-21,0.09592298086242161,-8.93307686347208e-06,-0.4809159315226938,0.0013898734996963022,0.0003653885801685118,-0.004704601735866188,-9.646081670883945e-19,5.87124494327116e-19,-1.9857925354883556e-19
0.0,-1000.0,200.0,0.21,0.49093044265795804,0.009462112951349376,0.48205672909450736,0.004802803470712894,1.7802474860595306e-20,0.09429304765847915,-8.54909931486865e-06,-0.47274472413062496,0.0013662564812573176,0.0003591809800270742,-0.004624666427171777,-7.694234488478219e-19,-1.192263389257532e-19,-1.7203972311044848e-19
0.0,-1000.0,200.0,0.215,0.4838079317454437,0.0101401409360693,0.4738661167316458,0.004721199259625324,9.540740385291552e-21,0.09269082353417783,-8.203591800259262e-06,-0.4647123505021841,0.0013430409751008193,0.00035307875577495997,-0.004546089235457703,-4.198861830478432e-19,2.9274615606484325e-19,-9.370692088931352e-20
0.0,-1000.0,200.0,0.22,0.47531413459453875,0.010153082285006769,0.465814670828759,0.004640981571247106,6.573307581888987e-21,0.09111583563120114,-7.891505510701491e-06,-0.45681645212848815,0.0013202201266482429,0.0003470801303561545,-0.00446884709347305,1.8456132313954577e-20,9.791260217143144e-20,-3.0122582629889545e-21
0.0,-1000.0,200.0,0.225,0.4659630676339535,0.009896547137915811,0.45790002681326153,0.004562126848883311,2.1877062986355795e-21,0.0895676194081825,-7.608482115238652e-06,-0.4490547105174595,0.0012977872022581355,0.00034118335506727067,-0.004392917324736687,-5.239512902185437e-19,4.001833311317413e-20,-1.0702128946505927e-19
0.0,-1000.0,200.0,0.23,0.46418962263976365,0.010041336184580018,0.45011986028867756,0.004484611935858151,5.999207142165295e-21,0.08804571846045743,-7.350758834738351e-06,-0.44142484652143354,0.0012757355865551472,0.0003353867093290528,-0.004318277637055336,-1.201290360203365e-19,5.184540570637099e-19,-3.014382206086451e-20
0.0,-1000.0,200.0,0.23500000000000001,0.44996763035769033,0.00984594648238741,0.44247188635236756,0.004408414068753569,4.516360568703193e-21,0.08654968434834887,-7.1150865736820955e-06,-0.4339246196757165,0.0012540587798910866,0.00032968850042748945,-0.004244906116136065,-2.5098118985181516e-19,6.091081125516417e-19,-5.480204010441076e-20
0.0,-1000.0,200.0,0.24,0.4192319786361506,0.009588183591638242,0.434953858924203,0.004333510870751693,-2.3679335994338898e-20,0.08507907643285609,-6.898659314712285e-06,-0.42655182754682774,0.0012327503959204868,0.0003240870632279708,-0.004172781219281771,2.0251433109363753e-19,-1.1319697053761388e-18,6.465114547953833e-20
0.0,-1000.0,200.0,0.245,0.4178043894983716,0.010830804097059554,0.42756357008718276,0.004259880345091916,1.8346797995105045e-20,0.0836334617182204,-6.699053226477582e-06,-0.4193043050915442,0.0012118041592813994,0.00031858075986996535,-0.004101881769182529,-3.8517882122740294e-19,-4.338354863201207e-19,-9.574590044327772e-20
0.0,-1000.0,200.0,0.25,0.4259754613697214,0.009619680579214161,0.42029884943875584,0.0041875008686312705,2.5221430555246988e-20,0.08221241470049982,-6.51417414744815e-06,-0.4121799240256624,0.0011912139033688509,0.00031316797944311856,-0.004032186947793747,-7.406002938812082e-19,9.914355701039284e-20,-1.738409720886276e-19
1.0,-948.7179487179487,200.0,0.0,0.9976353651474862,0.009956773113079529,0.9900000000000001,0.010000000000000002,0.0,0.2042142652267064,0.0,-0.9687086940241202,0.0020627703558253174,0.0,-0.009784936303273942,0.0,0.0,0.0
1.0,-948.7179487179487,200.0,0.005,0.9899808318246491,0.01034438626132663,0.9726152666019433,0.009660390096648375,-5.4301300067393546e-21,0.20048501431553184,-0.0008134664917283541,-0.9517280269454833,0.002906504330272004,0.000838812586909722,-0.00925999385040494,-1.4749650383399435e-19,1.1161992985478327e-19,-2.554437840802443e-20
1.0,-948.7179487179487,200.0,0.01,0.9786688418479365,0.010131024420324007,0.9553949372440874,0.009489395646296278,-4.210771614434517e-21,0.1968912813696614,-0.0007042941806657633,-0.9348868087010755,0.0028543465538933533,0.000824252570384515,-0.009096236525991373,-2.500424253704757e-19,1.7608695258842033e-19,-4.8408326015372254e-20
1.0,-948.7179487179487,200.0,0.015,0.9493394805013293,0.010275728106988848,0.9384794941606959,0.009321422590116576,-7.235643836836527e-21,0.19336723023154975,-0.0006100630574177915,-0.9183424881662918,0.002803207755726403,0.0008099101326464888,-0.008935352191529331,-1.6834409008204278e-19,-5.208818427742402e-20,-2.8094077642516797e-20
1.0,-948.7179487179487,200.0,0.02,0.9133201824698801,0.00992907363215167,0.9218635397518907,0.009156418228069951,-1.8731261732208894e-21,0.18991079615106163,-0.0005287232544735717,-0.9020899843787357,0.002753057014804867,0.000795787160498438,-0.008777293507156173,-4.265749204451247e-19,2.8702119681611406e-19,-8.801230912585403e-20
1.0,-948.7179487179487,200.0,0.025,0.9150474962743511,0.00969229170941634,0.9055417718807698,0.008994330726758338,-1.33059838578562e-21,0.18652006502067817,-0.00045850601803767695,-0.8861242821800805,0.0027038654946142013,0.0007818844997901107,-0.008622013579273507,-3.9820916554804747e-19,-4.0981015427702916e-20,-8.258695337466914e-20
1.0,-948.7179487179487,200.0,0.03,0.8793780365610183,0.01009201454108848,0.8895089822348744,0.008835109070584407,-3.943316321587395e-21,0.1831932550320391,-0.0003978853677369263,-0.870440434408524,0.0026556064261537946,0.0007682023319241537,-0.008469465914203885,-2.4712308807207894e-19,-8.213317268413823e-20,-4.8066231861095874e-20
1.0,-948.7179487179487,200.0,0.035,0.9047375305071672,0.010620122691351269,0.8737600546720136,0.008678703060987935,2.519078848549565e-21,0.17992870082543685,-0.0003455447727037336,-0.8550335635497119,0.0026082548576159804,0.0007547402747695827,-0.008319604470180743,1.0055595406525977e-19,1.2584519299318778e-19,1.8623836376030488e-20
1.0,-948.7179487179487,200.0,0.04,0.8646712963858502,0.010163476181295702,0.8582899635943866,0.008525063313812363,2.4097662143604975e-21,0.1767248397741282,-0.0003003484018455173,-0.8398988629665414,0.0025617874378328427,0.0007414974695515567,-0.008172383700308856,-6.851271099782999e-19,4.493232624969341e-19,-1.4689493217223998e-19
1.0,-948.7179487179487,200.0,0.045,0.8616481258348824,0.010269862429756357,0.843093772350721,0.008374141255094999,5.5704610564053556e-21,0.1735802001111657,-0.0002613163204242552,-0.8250315977691716,0.0025161822288663795,0.0007284726556450093,-0.008027758587770013,5.061996480282576e-20,-2.655289695127248e-19,4.978341272169304e-21
1.0,-948.7179487179487,200.0,0.05,0.8267955939818029,0.009285373221401041,0.8281666316659076,0.008225889115528797,1.4736705873378754e-21,0.1704933906465242,-0.00022760309126031278,-0.8104271053778848,0.002471418543750547,0.0007156642349372801,-0.007885684674368815,-6.204597536463518e-19,-6.094983988115456e-20,-1.3230568422245033e-19
1.0,-948.7179487179487,200.0,0.055,0.8101298704044547,0.010246177053562688,0.8135037780978951,0.00808025992381488,8.204228963329538e-21,0.16746309185695832,-0.00019847931322447622,-0.7960807958244188,0.002427476805944478,0.0007030703271907218,-0.007746118083367866,1.2521865564541237e-19,5.436251657147526e-19,1.80128961257915e-20
1.0,-948.7179487179487,200.0,0.06,0.8156241792119112,0.010217870354487889,0.7991005325213153,0.0079372074990885,1.7986135514784186e-21,0.1644880481608242,-0.0001733156938353801,-0.7819881518308152,0.0023843384275254874,0.0006906888176487033,-0.007609015537425503,-3.419419841430082e-19,-1.187624937001545e-19,-7.392321231309926e-20
1.0,-948.7179487179487,200.0,0.065,0.7937740424360945,0.009571755269221847,0.7849522986375596,0.00779668644258037,-6.3269075887445884e-21,0.16156706121591038,-0.00015156930811858894,-0.768144728699638,0.00234198570356038,0.0006785173979477041,-0.007474334372341506,3.564604151908959e-19,-2.262041489092571e-19,8.161167621512456e-20
