lf,alignmag,te,pb,pc,dwb,dwc,kexab,kexac,kexbc,k12,k21,k13,k31,k23,k32,r1,r2,r1b,r2b,r1c,r2c
150.784627,auto,0.0,0.01,0.0,3.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,16.0,2.5,16.0,2.5,16.0
