Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dT5N3-mc,1,108,103,5,42.9595415085,0.417082927267,0.918635480824,0.914647024001,-88.9739892522,-76.1515684107,42.9595415085,527.988636119,0.645819577952
