Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
-10.0,200.0,10.0097509673,0.192196969987,10.028923163,0.192677462412,9.87080208545,9.88962690892,0.138948881851,0.139296254056
-73.0,200.0,9.33666406638,0.157169282667,10.2686783716,0.17810816035,9.28171627083,10.206410156,0.0549477955501,0.0622682156123
-146.0,200.0,7.62170268683,0.160968212562,10.4358569886,0.246748173036,7.72265423859,10.5906056223,-0.100951551764,-0.154748633698
-219.0,200.0,6.29428214378,0.145506166153,11.0345189061,0.319971697025,6.27620998185,10.9947777702,0.0180721619276,0.0397411358827
-292.0,200.0,5.31125624056,0.133486948972,11.6429258028,0.418027729401,5.24079262715,11.422261951,0.0704636134052,0.22066385174
-365.0,200.0,4.60631758508,0.129747522076,12.1516649666,0.56188786279,4.54208984001,11.8735186881,0.0642277450741,0.278146278512
-438.0,200.0,4.12031711602,0.131285051001,12.6547104957,0.760941284107,4.06708563075,12.346175484,0.0532314852735,0.308535011794
-511.0,200.0,3.73991273836,0.126446661096,12.8728811066,0.951893625897,3.73494062007,12.8354508758,0.00497211828928,0.0374302307847
-584.0,200.0,3.50873838715,0.116865234959,13.4664284106,1.11330497431,3.49484498705,13.3340743239,0.0138934000963,0.132354086677
-657.0,200.0,3.19632348982,0.128625797386,12.4276854753,1.51665571778,3.31545185085,13.832354784,-0.119128361025,-1.40466930873
-730.0,200.0,3.18138603327,0.121095420429,14.3791249604,1.73438915909,3.17708762713,14.3175610384,0.00429840614122,0.0615639219576
-803.0,200.0,3.13461005334,0.120433603321,15.929834834,2.06185038642,3.06715822612,14.7750443754,0.0674518272187,1.15479045864
73.0,200.0,8.65017255687,0.161472590954,9.49072903075,0.182984776884,8.66044214022,9.50236677933,-0.0102695833451,-0.0116377485863
219.0,200.0,5.22082757326,0.132228366244,8.67396546918,0.29077348308,5.33368450327,8.92214067971,-0.112856930014,-0.248175210523
365.0,200.0,3.65187638171,0.123898754316,8.01833803025,0.53655904291,3.74925869681,8.44006431858,-0.0973823150998,-0.421726288329
511.0,200.0,3.11486261803,0.11564294962,8.16748817453,0.870563015813,3.0968115497,8.03159928086,0.0180510683304,0.135888893668
657.0,200.0,2.75492948803,0.122346315398,7.22310948656,1.44261293278,2.79402050031,7.68404040785,-0.0390910122815,-0.460930921289
803.0,200.0,2.58002673737,0.134312726403,6.43524368339,2.29946409638,2.63565243977,7.38756822432,-0.0556257024034,-0.952324540929
-10.0,400.0,9.76422635861,0.210590649953,9.76886595465,0.210722269109,9.65701293158,9.66158551923,0.107213427026,0.107280435418
-145.0,400.0,9.36477313667,0.180699419565,10.2877575539,0.204444452667,9.35519490092,10.2769206781,0.00957823574517,0.0108368757861
-290.0,400.0,7.9113540777,0.155360546227,10.8393383536,0.237021933338,8.02709410231,11.0159142287,-0.115740024614,-0.176575875051
-435.0,400.0,6.65493755256,0.152570793515,11.7569933173,0.333009596033,6.68560668799,11.8239334974,-0.0306691354288,-0.0669401801257
-580.0,400.0,5.65154642685,0.129860714373,12.6122379446,0.402892866342,5.67051837203,12.6710984045,-0.018971945182,-0.0588604599271
-725.0,400.0,4.96757299271,0.139612661403,13.5966938872,0.59826206859,4.94506438249,13.5002409754,0.0225086102245,0.0964529117825
-870.0,400.0,4.45227103473,0.120839321106,14.4405047978,0.692484834513,4.41481484891,14.2258574429,0.0374561858187,0.214647354858
-1015.0,400.0,4.0709011874,0.125126987227,15.2103924492,0.930807927327,4.00850281016,14.7462167707,0.0623983772397,0.464175678438
-1160.0,400.0,3.63711250812,0.135202074639,14.5384893226,1.27225152235,3.6831500368,14.9717024674,-0.0460375286807,-0.433213144885
-1305.0,400.0,3.3632620371,0.119153930661,14.2454783278,1.38741719794,3.4159081915,14.8584852141,-0.052646154403,-0.613006886292
-1450.0,400.0,3.20540184211,0.128208256163,14.5658551441,1.8129448723,3.19569830751,14.4286411002,0.0097035346012,0.13721404397
-1595.0,400.0,2.97041156933,0.115353971117,12.9801780103,1.94950013594,3.01655410767,13.759994118,-0.0461425383383,-0.779816107688
145.0,400.0,8.213696481,0.177533255427,8.98542223141,0.200862234773,8.26770292391,9.04652545846,-0.0540064429122,-0.0611032270511
435.0,400.0,5.06695440157,0.146879114788,8.2909719679,0.320586617886,4.99774368823,8.13990877185,0.0692107133438,0.151063196047
725.0,400.0,3.73127120818,0.121917070617,8.29894756831,0.522433697136,3.53993621191,7.47904721319,0.191334996274,0.819900355127
1015.0,400.0,2.95453690993,0.113751058781,6.9058632482,0.84618346211,2.96605245906,6.99152633859,-0.0115155491285,-0.085663090384
1305.0,400.0,2.64508631895,0.117847413578,5.88310759466,1.37220423551,2.70894114851,6.62662724371,-0.0638548295644,-0.743519649057
1595.0,400.0,2.64349991378,0.114497918847,7.45531995161,1.93503271881,2.57803714951,6.34898900684,0.0654627642729,1.10633094477
-10.0,600.0,9.35371882554,0.175887686637,9.35566683835,0.175936544328,9.32549274911,9.32743292135,0.028226076427,0.0282339170038
-218.0,600.0,9.35001864244,0.168978770533,10.2753037867,0.191285845785,9.24273454649,10.153856998,0.107284095945,0.121446788656
-436.0,600.0,8.03063631205,0.169875192486,11.0350843794,0.259576844127,8.09468972681,11.1329608439,-0.0640534147646,-0.0978764645787
-654.0,600.0,6.77497893985,0.158991760909,12.0431405674,0.347889872045,6.82028590114,12.1422767294,-0.0453069612922,-0.0991361620035
-872.0,600.0,5.95824707175,0.133726378835,13.5987848407,0.416180264513,5.76918333392,13.0103848773,0.189063737832,0.588399963464
