Name,FitNum,RedChiSq,lf,AlignMag,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,ddG12,ddG21,dG13,ddG13,ddG31,ddG23,ddG32,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,ddG12_err,ddG21_err,dG13_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,
dG6C1p-mc,1,0.192915864123,150.784627,auto,0.0591152154068,0.0,4.41170673973,0.0,1119.77377872,0.0,0.0,1.60684807454,1.60684807454,1.60684807454,13.2491642577,13.2491642577,13.2491642577,0.000767473077178,0.0,0.0109330115366,0.0,24.9157026422,0.0,0.0,0.0948183701016,0.0948183701016,0.0948183701016,0.384619799965,0.384619799965,0.384619799965,66.1956681359,1053.57811058,0.0,0.0,0.0,0.0,0.0151067287054,0.000949146522649,0.0,1.63987717489,14.9717126892,13.3318355143,0.0,0.0,0.0,0.0,0.0,1.68102031773,23.456801438,0.0,0.0,0.0,0.0,0.000383631113687,2.11317426716e-05,0.0,0.0200431850673,0.0183146589003,0.0161641148316,0.0,0.0,0.0,0.0,0.0,
