offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-3.896984924623115148e+03,8.000000000000000000e+02,-1.510142196147080540e+01,-1.510142196147080540e+01,-2.994417160593205153e+03,-2.994417160593205153e+03,-2.728806551233764033e+00,-3.001975874944977477e+03,-5.003466910071438178e+00,-5.003466910071438178e+00,-2.647907047643939915e+00
-3.952261306532662275e+03,8.000000000000000000e+02,-1.510288810738438769e+01,-1.510288810738438769e+01,-2.994417321835517214e+03,-2.994417321835517214e+03,-2.722735759328810623e+00,-3.001978690960434506e+03,-5.004819832141947700e+00,-5.004819832141947700e+00,-2.645201203497707265e+00
-4.007537688442211675e+03,8.000000000000000000e+02,-1.510429689896682248e+01,-1.510429689896682248e+01,-2.994417479807318159e+03,-2.994417479807318159e+03,-2.716944745094586278e+00,-3.001981348447907749e+03,-5.006120019053923897e+00,-5.006120019053923897e+00,-2.642600829675856300e+00
-4.062814070351758801e+03,8.000000000000000000e+02,-1.510565129721635458e+01,-1.510565129721635458e+01,-2.994417634592920876e+03,-2.994417634592920876e+03,-2.711417390164045482e+00,-3.001983857435131085e+03,-5.007370140303464723e+00,-5.007370140303464723e+00,-2.640100587174493807e+00
-4.118090452261305472e+03,8.000000000000000000e+02,-1.510695407406728918e+01,-1.510695407406728918e+01,-2.994417786274128048e+03,-2.994417786274128048e+03,-2.706138677645360868e+00,-3.001986227231524026e+03,-5.008572700885565609e+00,-5.008572700885565609e+00,-2.637695466008655565e+00
-4.173366834170854418e+03,8.000000000000000000e+02,-1.510820782675182272e+01,-1.510820782675182272e+01,-2.994417934930283081e+03,-2.994417934930283081e+03,-2.701094605698397988e+00,-3.001988466485806384e+03,-5.009730053128805594e+00,-5.009730053128805594e+00,-2.635380761522537085e+00
-4.228643216080401544e+03,8.000000000000000000e+02,-1.510941499081945949e+01,-1.510941499081945949e+01,-2.994418080638327410e+03,-2.994418080638327410e+03,-2.696272108733619444e+00,-3.001990583238524778e+03,-5.010844407567674352e+00,-5.010844407567674352e+00,-2.633152052641115404e+00
-4.283919597989948670e+03,8.000000000000000000e+02,-1.511057785211596638e+01,-1.511057785211596638e+01,-2.994418223472960563e+03,-2.994418223472960563e+03,-2.691658985469334464e+00,-3.001992584969939799e+03,-5.011917842952243518e+00,-5.011917842952243518e+00,-2.631005181875393006e+00
-4.339195979899497615e+03,8.000000000000000000e+02,-1.511169855769003334e+01,-1.511169855769003334e+01,-2.994418363506594687e+03,-2.994418363506594687e+03,-2.687243833212165978e+00,-3.001994478643767252e+03,-5.012952315421898675e+00,-5.012952315421898675e+00,-2.628936236934221071e+00
-4.394472361809044742e+03,8.000000000000000000e+02,-1.511277912580771954e+01,-1.511277912580771954e+01,-2.994418500809533725e+03,-2.994418500809533725e+03,-2.683015987729275409e+00,-3.001996270747133622e+03,-5.013949666989901743e+00,-5.013949666989901743e+00,-2.626941533792435113e+00
-4.449748743718591868e+03,8.000000000000000000e+02,-1.511382145511561248e+01,-1.511382145511561248e+01,-2.994418635449977955e+03,-2.994418635449977955e+03,-2.678965468228976299e+00,-3.001997967327113656e+03,-5.014911633343217545e+00,-5.014911633343217545e+00,-2.625017601089672414e+00
