r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
2.54650058622,2.54650058622,70.960783,10.3359443906,0.0,0.0,44.0723152829,0.0,0.0,0.0,0.0,5.05417014078,5.05417014078,0.00344591508873,2.54650058622,5.05417014078,0.0,2989.1414439,auto,2999.47738829,0.0,0.0
