Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
hpTT-GTG_G6-C1p,1,0.6399632679465616,150.784627,auto,298.15,0.945213899568004,0.05478610043199602,0.0,4.396487674650495,0.0,1164.4682374463368,0.0,0.0,63.796673806604396,1100.6715636397323,0.0,0.0,0.0,0.0,0.015674798392020205,0.0009085362364529263,0.0,1.6873821650147338,0.0,14.990979231311965,13.30359706629723,0.0,0.0,0.0,0.0,2.2003974858075046,2.2003974858075046,2.2003974858075046,12.58377296504915,12.58377296504915,12.58377296504915,0.00047955071520474387,0.00047955071520474387,0.0,0.008888083398378438,0.0,18.962025265689313,0.0,0.0,1.1656580913164247,17.930966384912345,0.0,0.0,0.0,0.0,0.0002864013824733371,1.4800902697477594e-05,0.0,0.014503670670944003,0.0,0.010825562437595748,0.009652132450444164,0.0,0.0,0.0,0.0,0.048733984009248076,0.048733984009248076,0.048733984009248076,0.25314071008412403,0.25314071008412403,0.25314071008412403
