4.680439069950922222e-04,2.359108822850522480e-02,-1.089541251843273536e-06,-3.530360873095738684e-03,6.083220595950285996e-05,4.506727793337151233e+00,-2.042445173756896829e-03,-1.221107297493914407e-03,-4.317441130597875383e-03,6.503700855317885233e-07,3.234714369882055962e+00,7.551724420789203938e-03,-3.943065262432273066e+00
2.359108822850459336e-02,3.112784252454241951e+00,-1.187306447592880029e-04,-5.001093807723082652e-01,1.674781490917035291e-03,4.735758959754558646e+02,-2.012651187012001464e-01,-8.567034649265493906e-02,-5.296465341185572218e-01,7.542759009547371366e-05,2.016972354569886647e+02,9.766259846779864473e-01,-4.506303248868439368e+02
-1.089541251843239655e-06,-1.187306447592835441e-04,8.328471692249049664e-09,1.883772199746187366e-05,-2.642651958395501691e-08,-7.413551659615114087e-02,9.032001165174855528e-06,8.334284922613033447e-06,4.777094479248759044e-05,-5.073724112886478220e-09,-1.852023221217352633e-02,-6.385771539319097078e-05,2.861713863435417018e-02
-3.530360873095178802e-03,-5.001093807722900575e-01,1.883772199746152468e-05,1.846987123652730489e-01,-6.688989010685445586e-04,-7.407360043241565961e+01,3.111976548115889807e-02,1.264249238596435246e-02,1.643104015691005948e-01,-2.147634155736257539e-05,3.435971601779624685e+00,-2.356482164260743362e-01,9.841761253964713774e+01
6.083220595950695960e-05,1.674781490917465936e-03,-2.642651958398426271e-08,-6.688989010686432210e-04,1.629408635207852947e-04,-2.219529426797426819e+00,-4.854725951489668144e-04,-2.367408645625793378e-04,1.129587295538887239e-03,-1.199421613889100902e-08,8.483077525201799807e-01,-1.742282272840330515e-04,9.560676155937748721e-02
4.506727793336137822e+00,4.735758959753579802e+02,-7.413551659614747713e-02,-7.407360043240886682e+01,-2.219529426797726579e+00,1.149886843372854171e+06,-4.249769181607024393e+01,-1.107575170257260879e+02,-6.603933681367855115e+02,5.758897996922331119e-02,2.228635054907726008e+05,6.070794370578985308e+02,-3.213526642209364800e+05
-2.042445173756865604e-03,-2.012651187012000631e-01,9.032001165175219753e-06,3.111976548116040381e-02,-4.854725951489321741e-04,-4.249769181607861412e+01,1.771464362348591087e-02,1.035633933069412052e-02,4.057818517354021270e-02,-5.735741968501273013e-06,-2.550145560115461052e+01,-6.968358749341195535e-02,3.318027920182405666e+01
-1.221107297493753295e-03,-8.567034649264651525e-02,8.334284922612838630e-06,1.264249238596450164e-02,-2.367408645625391410e-04,-1.107575170257290864e+02,1.035633933069337632e-02,1.746153845656426423e-02,7.342399587165636399e-02,-7.407993429362298691e-06,-3.632504031064781458e+01,-7.119563514523807868e-02,4.165442870415471077e+01
-4.317441130597063532e-03,-5.296465341184900533e-01,4.777094479248500869e-05,1.643104015690971809e-01,1.129587295539101694e-03,-6.603933681367821009e+02,4.057818517353442567e-02,7.342399587165390762e-02,5.025661831155709969e-01,-4.774341814783628242e-05,-1.148869639295847520e+02,-4.796194068414080247e-01,2.470474496624331096e+02
6.503700855317263723e-07,7.542759009546746594e-05,-5.073724112886320228e-09,-2.147634155736236872e-05,-1.199421613891675088e-08,5.758897996922445611e-02,-5.735741968500738535e-06,-7.407993429362182647e-06,-4.774341814783708202e-05,4.996334071733288304e-09,1.184757463937231164e-02,5.118326878477732751e-05,-2.595082469372258366e-02
3.234714369881860563e+00,2.016972354569828383e+02,-1.852023221217373103e-02,3.435971601777215501e+00,8.483077525201135893e-01,2.228635054907839221e+05,-2.550145560115396748e+01,-3.632504031064868855e+01,-1.148869639295941454e+02,1.184757463937305584e-02,9.766625356033035496e+04,1.209182826589010489e+02,-7.804261462208915327e+04
7.551724420788763319e-03,9.766259846779324905e-01,-6.385771539318976461e-05,-2.356482164260744194e-01,-1.742282272842765633e-04,6.070794370579143333e+02,-6.968358749340751446e-02,-7.119563514523785663e-02,-4.796194068414202927e-01,5.118326878477785606e-05,1.209182826588954640e+02,6.314283944159700956e-01,-2.690386158409768314e+02
-3.943065262431787232e+00,-4.506303248868169931e+02,2.861713863435353528e-02,9.841761253964732248e+01,9.560676155951225441e-02,-3.213526642209446873e+05,3.318027920182162660e+01,4.165442870415451893e+01,2.470474496624396465e+02,-2.595082469372285774e-02,-7.804261462208595185e+04,-2.690386158409767177e+02,1.429570475104794023e+05
