-5.796695506777261794e-04,-1.112952246189888653e-02,-1.902319993977993727e+04,-5.191560405107256138e+00,-2.824990856450364962e+00
-4.442086639484188948e-04,-7.360125359381953780e-01,-2.195561238223314285e+04,-5.626999285461046441e+00,-3.228684950012987276e+00
1.225489607179874158e-04,2.146307814079515097e+00,1.703715186621993780e+04,4.065845988288028678e+00,2.493376697148198318e+00
1.000866862931996010e-04,-3.736769618235424861e+00,-1.409131296404544264e+04,-3.135823612944316441e+00,-2.069381525796296195e+00
2.600447183514802076e-04,-5.091693877246508571e+00,-1.155337806127220392e+04,-2.399694661110595373e+00,-1.717240244340514366e+00
3.574173259731936521e-04,-5.922527696087474425e+00,-9.197120085753500462e+03,-1.784656939234078310e+00,-1.396599699358419988e+00
4.064379907061451574e-04,-6.299577064097472423e+00,-7.256565574008971453e+03,-1.317400164429632037e+00,-1.137416192183917873e+00
4.562234781170340409e-04,-6.855671220929728804e+00,-6.185974026624113321e+03,-1.052806027633456765e+00,-1.011779150807611938e+00
5.164954232856391316e-04,-7.656919014016816405e+00,-5.624714463589712977e+03,-8.999267400072680223e-01,-9.706807868358056091e-01
-4.807138432848455617e-04,7.114055883271616310e+00,4.375038257539272308e+03,6.604418103841180887e-01,8.050868481790158793e-01
5.142820289156990656e-04,-7.680581720140809310e+00,-4.035431582017336041e+03,-5.774466010537074867e-01,-7.993717802465550859e-01
5.128210473091411982e-04,-7.817638457266428809e+00,-3.560748970307409763e+03,-4.856184647603858373e-01,-7.650780924341600286e-01
7.929667652642521242e-04,7.402730018741473517e-01,1.839544307271577418e+04,5.452562336283512501e+00,2.779131277466662109e+00
6.418623741037025399e-04,4.135759296634073934e+00,1.007034888492524624e+04,3.426942954168344269e+00,1.572389026610762075e+00
3.907762210325549574e-04,6.213505880212287558e+00,4.788267970390617847e+03,1.857995001813901981e+00,7.754004889903626241e-01
-2.516338893176777347e-04,-7.501131668988725743e+00,-2.601796431113034487e+03,-1.145470186146054115e+00,-4.378104501882767452e-01
1.523759370765749230e-04,7.481393365591359590e+00,1.390435443565249443e+03,6.917334797585902306e-01,2.431836950873360603e-01
9.324764970749449338e-05,7.010971592437279298e+00,7.760672525689005852e+02,4.339760680746969634e-01,1.407339975940181953e-01
-6.394524623216717120e-04,-2.797378867341694664e-03,-1.657743634358048439e+04,-4.745775164962852344e+00,-2.609391531458132185e+00
-3.295912799864632770e-04,-6.373405642619734968e-01,-1.936549105455772951e+04,-4.896830644621656070e+00,-3.041028465880116549e+00
-1.743902736163054101e-04,2.210265602147737596e+00,1.905684367922693491e+04,4.226083118061300326e+00,3.056578699615895012e+00
-5.858142397918602359e-04,3.545957675358138328e+00,1.538917445123195648e+04,3.008219554634556037e+00,2.603088012361002512e+00
-9.800357887145485104e-04,5.214667867169746174e+00,1.429900374694168568e+04,2.486257439852220585e+00,2.644204932109143869e+00
1.050405578811665396e-03,-5.488630901769539605e+00,-1.066930908330343664e+04,-1.673941565790929564e+00,-2.231433173313633223e+00
1.246960471067584328e-03,-6.829784515709605763e+00,-1.000290251001715660e+04,-1.445952809073337564e+00,-2.425417849698694894e+00
1.128156402486890988e-03,-6.916274566896254861e+00,-7.859849637582898140e+03,-1.075504872286543456e+00,-2.232030803981856604e+00
-8.927219074622644778e-04,6.609482139748435792e+00,5.881924274679273367e+03,7.869361988338836600e-01,1.945585284222615563e+00
-7.881126437014185490e-04,7.670851736727066772e+00,5.330796339914202690e+03,7.216902128979816311e-01,2.017317962143126753e+00
5.167859477994510850e-04,-7.247417845927593305e+00,-3.900405092149972916e+03,-5.524125015076132295e-01,-1.646851326920679925e+00
-3.656082737788421129e-04,8.155159120463617128e+00,3.368858295451849699e+03,5.138217537796020418e-01,1.545095030556590476e+00
9.081815907880601670e-04,6.606516841570361231e-01,1.507536163027584553e+04,4.972727092423546935e+00,2.419748921425065369e+00
-6.810237465281314146e-04,-3.694916370976158770e+00,-7.322238248284906149e+03,-3.113072794863822601e+00,-1.246388267567253294e+00
-4.155279528213920524e-04,-6.290739189221223882e+00,-3.547345147043466568e+03,-1.910971284678052884e+00,-6.452881681406280601e-01
2.372824289641128296e-04,7.610618809745861135e+00,1.759355279834009707e+03,1.180266808417160806e+00,3.408030653693289169e-01
