ModelNum,ModelName,ModelSelection,nIC,dnIC,Prob
1.0,LocalStats_dG15N1-mc,AIC,-170.6136535906806,17.272820558328448,0.00017749150906850377
2.0,LocalStats_dG15N1-mc,AIC,-187.88647414900905,0.0,0.9998225084909315
1.0,LocalStats_dG15N1-mc,BIC,-144.3070785031203,10.899782300754396,0.004278389103274399
2.0,LocalStats_dG15N1-mc,BIC,-155.2068608038747,0.0,0.9957216108967256
