Dly,nInt,nInt_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.965540849112699551e-01,3.445915088730000259e-03,0.000000000000000000e+00,3.415759133273579828e-01,0.000000000000000000e+00,9.361869148775365801e-01,1.181111603979099253e-03,0.000000000000000000e+00,3.237175648259297493e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,9.844472068456868730e-01,0.000000000000000000e+00,9.811450657335354375e-01,3.302141112151397735e-03,-2.984966675347343084e-23,3.363112081008398646e-01,7.248091590533509263e-05,9.217051652456548227e-01,6.181419174002846482e-04,4.037629819981739264e-05,3.289535214951002425e-03,-2.506440914164356538e-21,-1.798859720522246789e-23,8.827222683714130473e-22
1.000000000000000021e-02,9.692249642053065717e-01,0.000000000000000000e+00,9.659738815783091015e-01,3.251082626997436800e-03,6.980953819959147444e-23,3.311096657274800736e-01,6.098326959023954539e-05,9.074535411907662663e-01,6.085890075619747926e-04,3.975042496771276406e-05,3.238669840430321266e-03,-1.445650580803993609e-21,9.228080227547309033e-22,6.017691435290104971e-22
1.499999999999999944e-02,9.542380989260377255e-01,0.000000000000000000e+00,9.510372853726642983e-01,3.200813553373470146e-03,-5.728479280923229190e-23,3.259886438377408990e-01,5.041295108485020337e-05,8.934222531803300837e-01,5.991835913015333302e-04,3.913432928530096615e-05,3.188590965933963284e-03,7.438906335506841579e-21,-1.321893887214405611e-20,-2.775128106041310016e-21
2.000000000000000042e-02,9.394829714127330700e-01,0.000000000000000000e+00,9.363316497476703582e-01,3.151321665062666293e-03,2.603796348402590664e-22,3.209468908387237418e-01,4.070150311952750062e-05,8.796078966000675514e-01,5.899232449103470038e-04,3.852786453773423403e-05,3.139286461185736982e-03,5.546514074810569321e-22,2.693496888543693017e-21,7.480004956945873969e-23
2.500000000000000139e-02,9.249559983758380843e-01,0.000000000000000000e+00,9.218534034230941865e-01,3.102594952743902186e-03,-2.903811732533132572e-22,3.159831749566098247e-01,3.178541173318908222e-05,8.660071193099438958e-01,5.808057514740921478e-04,3.793087426274767057e-05,3.090744351340332565e-03,2.260232440980970823e-20,-2.787546873558166831e-20,-8.555759561152029841e-21
2.999999999999999889e-02,9.106536519326451362e-01,0.000000000000000000e+00,9.075990303404367632e-01,3.054621592208372170e-03,5.115939290785715092e-23,3.110962839019499881e-01,2.360577364201851879e-05,8.526166208434227123e-01,5.718289264610799732e-04,3.734320496164402273e-05,3.042952846786077265e-03,1.532301435304454208e-20,-2.329033451587499461e-20,-5.536276397607512606e-21
3.500000000000000333e-02,8.965724587504058096e-01,0.000000000000000000e+00,8.935650688088658811e-01,3.007389941539939833e-03,9.167490201939638975e-22,3.062850245366974811e-01,1.610796283834899437e-05,8.394331516198134668e-01,5.629906173585614909e-04,3.676470601471623552e-05,2.995900340276169346e-03,8.594399250592256455e-20,3.238038415676094341e-20,-3.038154806726607400e-20
4.000000000000000083e-02,8.827089992030620058e-01,0.000000000000000000e+00,8.797481106647268012e-01,2.960888538335204601e-03,6.083014683056919043e-22,3.015482225487969292e-01,9.241321277319610025e-06,8.264535121683143082e-01,5.542887033043470552e-04,3.619522960024501373e-05,2.949575404103894731e-03,4.103125211178802996e-21,5.821836697332366948e-21,-8.495348693389764158e-22
4.499999999999999833e-02,8.690599065406308110e-01,0.000000000000000000e+00,8.661448004436659298e-01,2.915106096964832638e-03,2.055837345975018857e-21,2.968847221337960196e-01,2.958871912900381119e-06,8.136745523629190791e-01,5.457210947158705515e-04,3.563463061736561640e-05,2.903966787322704007e-03,1.523819157235822554e-21,5.845065906608615320e-21,1.632423141553852968e-21
