Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dT5N3-mc,1,216,208,8,90.74974795729733,0.4362968651793141,0.8281217781043053,0.8214791415093026,-170.6136535906806,-144.3070785031203,90.74974795729733,527.9886361191783,0.6605277171923326
