Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
dG15N1-mc,1,0.436296865159,70.960783,auto,298.2,0.998766700697,0.00123329930318,0.0,38.0782099797,0.0,6366.15262098,0.0,0.0,7.85137159138,6358.30124938,0.0,0.0,0.0,0.0,0.127366280956,0.000157274712345,0.0,3.96843401989,0.0,16.2350586226,12.2666246027,0.0,0.0,0.0,0.0,2.56873696965,2.56873696965,2.56873696965,5.23194248811,5.23194248811,5.23194248811,9.76006220785e-06,9.76006220785e-06,0.0,0.180327449001,0.0,110.965083882,0.0,0.0,0.150266151522,110.828248095,0.0,0.0,0.0,0.0,0.00243764298381,2.74137385997e-06,0.0,0.0153399973285,0.0,0.0113413729674,0.0103290259586,0.0,0.0,0.0,0.0,0.0189096350008,0.0189096350008,0.0189096350008,0.0893738633265,0.0893738633265,0.0893738633265
