Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dG15N1-mc,1,216,208,8,90.74974795729733,0.4362968651793141,0.9016918805855643,0.8978925329753445,-170.6136535906806,-144.3070785031203,90.74974795729733,923.1154913535199,0.6605277171923326
