offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
3.000000000000000000e+03,4.000000000000000000e+02,-6.487219530870197559e+01,-6.487219530870197559e+01,-9.747540939629043351e+02,-9.747540939629043351e+02,-2.345764075328760523e+00,-1.002401657381459586e+03,-1.984279489579785150e+01,-1.984279489579785150e+01,-2.314410208404692693e+00
2.250000000000000000e+03,4.000000000000000000e+02,-6.467415799754417094e+01,-6.467415799754417094e+01,-9.746256737919849229e+02,-9.746256737919849229e+02,-2.653434864816490713e+00,-1.002746901556128591e+03,-1.972427039279750716e+01,-1.972427039279750716e+01,-2.551459214404987907e+00
1.500000000000000000e+03,4.000000000000000000e+02,-6.410121044454717776e+01,-6.410121044454717776e+01,-9.741589587447570011e+02,-9.741589587447570011e+02,-3.752042557914559762e+00,-1.003727619063475345e+03,-1.940249140010610063e+01,-1.940249140010610063e+01,-3.195017199787226758e+00
7.500000000000000000e+02,4.000000000000000000e+02,-6.093816358337062411e+01,-6.093816358337062411e+01,-9.715236606227224456e+02,-9.715236606227224456e+02,-1.424656169040299325e+01,-1.004829789897413775e+03,-1.800693413794192566e+01,-1.800693413794192566e+01,-5.986131724115060670e+00
-0.000000000000000000e+00,4.000000000000000000e+02,-9.792685827747600342e+02,-9.792685827747600342e+02,-4.544570392319962338e+01,-9.862603028166947752e+02,-4.687841385529475247e+01,-4.687841385529475247e+01,-1.100000000000022737e+01,-1.100000000000022737e+01,-2.000000000000000000e+01
