Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dG15N1-mc,1,216,208,8,90.7497479528,0.436296865158,0.90169188059,0.89789253298,-170.613653601,-144.307078514,90.7497479528,923.115491354,0.660527717176
