Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
hpTT-GTG_G6-C1p,1,120,115,5,73.5957758153,0.639963267959,0.998807643589,0.998755347256,-48.1421777115,-34.7310347871,73.5957758153,61722.9673577,0.799977042145
