Name,Fit Num,RedChiSq,lf,FuncEvals,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,
hpTT-GTG_G6-C1p,1,0.639963267959,150.784627,11,0.0547860868114,0.0,4.39648766207,0.0,1164.46886783,0.0,0.0,2.2003990484,2.2003990484,2.2003990484,12.5837634367,12.5837634367,12.5837634367,0.000479551407387,0.0,0.00888808187738,0.0,18.9620776365,0.0,0.0,0.048733848687,0.048733848687,0.048733848687,0.253140764971,0.253140764971,0.253140764971,
