offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-0.000000000000000000e+00,1.000000000000000000e+02,-9.749805377234604293e+02,-9.749805377234604293e+02,-9.885124910734746209e+02,-4.146467853349588495e+01,-4.146467853349588495e+01,-6.259707641261439193e+01,-1.100000000000002842e+01,-1.100000000000002842e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,1.693877551020408134e+02,-9.752958240360214859e+02,-9.752958240360214859e+02,-4.702525858440620254e+01,-4.702525858440620254e+01,-9.800572415749439870e+02,-5.930059318420022407e+01,-1.100000000000002842e+01,-1.100000000000002842e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,2.387755102040816269e+02,-9.759830525558068075e+02,-9.759830525558068075e+02,-9.785237418443133492e+02,-5.516371394968914643e+01,-4.917321954719415089e+01,-4.917321954719415089e+01,-1.100000000000008527e+01,-1.100000000000008527e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,3.081632653061224119e+02,-9.771215224292586754e+02,-9.771215224292586754e+02,-5.082132692376118399e+01,-9.809373996991608919e+02,-4.899911425928101494e+01,-4.899911425928101494e+01,-1.100000000000000000e+01,-1.100000000000000000e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,3.775510204081631969e+02,-9.786863821771001994e+02,-9.786863821771001994e+02,-4.669451733064955334e+01,-9.848847177564975937e+02,-4.752400027932492321e+01,-4.752400027932492321e+01,-1.100000000000005684e+01,-1.100000000000005684e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,4.469387755102040956e+02,-9.805776051318816826e+02,-9.805776051318816826e+02,-4.299692807324571220e+01,-9.891219565313405155e+02,-4.536295256582513957e+01,-4.536295256582513957e+01,-1.100000000000011369e+01,-1.100000000000011369e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,5.163265306122448237e+02,-3.979647156462760904e+01,-9.931018762929234072e+02,-9.826662416592960199e+02,-9.826662416592960199e+02,-4.288458441192813098e+01,-4.288458441192813098e+01,-1.100000000000022737e+01,-1.100000000000022737e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,5.857142857142856656e+02,-3.707917316318605572e+01,-9.966275158439647157e+02,-9.848300050141506290e+02,-9.848300050141506290e+02,-4.031665048227432635e+01,-4.031665048227432635e+01,-1.099999999999965894e+01,-1.099999999999965894e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,6.551020408163265074e+02,-3.479405186202893674e+01,-9.996644169802547140e+02,-9.869714890316161018e+02,-9.869714890316161018e+02,-3.779927654724360764e+01,-3.779927654724360764e+01,-1.100000000000034106e+01,-1.100000000000034106e+01,-2.000000000000000000e+01
-0.000000000000000000e+00,7.244897959183672356e+02,-3.287894642382229904e+01,-1.002246442285699459e+03,-9.890228231869526780e+02,-9.890228231869526780e+02,-3.541448245828485142e+01,-3.541448245828485142e+01,-1.099999999999988631e+01,-1.099999999999988631e+01,-2.000000000000000000e+01
