r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
2.0,2.0,150.784627,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,20.0,0.05,2.0,20.0,0.0,0.0,auto,1000.0,0.0,0.0
