Name,Fit Num,RedChiSq,lf,FuncEvals,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,ddG12,ddG21,dG13,ddG13,ddG31,ddG23,ddG32,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,ddG12_err,ddG21_err,dG13_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,
hpTT-GTG_G6-C1p,1,0.694870580129,150.784627,7,0.0563606213405,0.0,4.39855761001,0.0,1100.0,0.0,0.0,2.15004305023,2.15004305023,2.15004305023,13.2018597236,13.2018597236,13.2018597236,0.000227716583989,0.0,0.00901679491305,0.0,1100.0,0.0,0.0,0.0482604356833,0.0482604356833,0.0482604356833,0.181285178976,0.181285178976,0.181285178976,61.9966834746,1038.00331653,0.0,0.0,0.0,0.0,0.016129895084,0.00096338805867,0.0,1.66988623741,15.0105471753,13.3406609379,0.0,0.0,0.0,0.0,0.0,61.9971356774,1038.00334353,0.0,0.0,0.0,0.0,0.0161300127352,0.000963388083737,0.0,0.838044299512,0.592680826956,0.592657803243,0.0,0.0,0.0,0.0,0.0,
