ModelNum,ModelName,ModelSelection,nIC,dnIC,Prob
1.0,LocalStats_hpTT-GTG_G6-C1p,AIC,-48.1421777115,0.0,0.987496061266
2.0,LocalStats_hpTT-GTG_G6-C1p,AIC,240.353598068,288.495775779,2.2308667745e-63
3.0,LocalStats_hpTT-GTG_G6-C1p,AIC,-39.403920082,8.7382576295,0.0125039387344
1.0,LocalStats_hpTT-GTG_G6-C1p,BIC,-34.7310347871,0.0,0.955409865613
2.0,LocalStats_hpTT-GTG_G6-C1p,BIC,253.764740992,288.495775779,2.15838038171e-63
3.0,LocalStats_hpTT-GTG_G6-C1p,BIC,-28.6017791979,6.1292555892,0.0445901343866
