Dly,nInt,nInt_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc
0.000000000000000000e+00,9.999999999999997780e-01,0.000000000000000000e+00,9.499999999999997335e-01,4.999999999999998890e-02,0.000000000000000000e+00,8.775740342657983861e-01,0.000000000000000000e+00,-3.638183810398410434e-01,4.618810706662097171e-02,0.000000000000000000e+00,-1.914833584420216200e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,7.595550494118893381e-01,0.000000000000000000e+00,7.448809462876956333e-01,1.467410312419375855e-02,-3.115546739315798559e-17,6.788937123432822185e-01,2.353867166168841646e-03,-3.074539683092123998e-01,1.970979788505460711e-02,9.780981037328714128e-03,9.225506602975204126e-03,-2.816268386208462555e-17,-2.689486058734198735e-19,1.342113039187944070e-17
1.000000000000000021e-02,5.922100277652250222e-01,0.000000000000000000e+00,5.808990373799128859e-01,1.131099038531215711e-02,-5.372143707705965898e-17,5.287179707779220417e-01,2.257995387446592658e-03,-2.415076518546976081e-01,1.527555046817286044e-02,7.730938776955446727e-03,7.311300699915500301e-03,-4.902043163292954673e-17,-3.829141144359369181e-19,2.203381602307794907e-17
1.499999999999999944e-02,4.618482216582053823e-01,0.000000000000000000e+00,4.529961406763978182e-01,8.852080981807557147e-03,2.041757263049885370e-19,4.117462532066858416e-01,2.105855471916405486e-03,-1.896784679348092195e-01,1.192823560247505479e-02,6.058832241435834105e-03,5.657858464260401808e-03,3.056614199815706738e-19,-7.365213665782130391e-20,2.041501730908060635e-19
2.000000000000000042e-02,3.601864344760120629e-01,0.000000000000000000e+00,3.532558025017135117e-01,6.930631974298612739e-03,-7.845334474620053237e-17,3.206183598265912038e-01,1.932844137654824573e-03,-1.490487224118138276e-01,9.316102363815444501e-03,4.749766032798479094e-03,4.374350616685030238e-03,-7.190905116839001440e-17,-5.082084682173385030e-19,3.140347483864377040e-17
2.500000000000000139e-02,2.809049240171940243e-01,0.000000000000000000e+00,2.754769982612574886e-01,5.427925755936441159e-03,8.339655092954313138e-17,2.496296029662829485e-01,1.752188477510019382e-03,-1.171867415798194256e-01,7.276894694458338822e-03,3.725008233972068421e-03,3.379390459298786415e-03,7.589099627971304225e-17,5.704601614673319098e-19,-3.470620581988890633e-17
2.999999999999999889e-02,2.190763929041158464e-01,0.000000000000000000e+00,2.148239594526867857e-01,4.252433451429068513e-03,3.643814982423271353e-19,1.943338532891960846e-01,1.572769710372127344e-03,-9.219000359127513256e-02,5.684805183194038304e-03,2.922577593559318437e-03,2.608514822864799014e-03,4.559095796381958253e-19,-8.563651994465693464e-20,1.482387601724803367e-19
3.500000000000000333e-02,1.708584179018119154e-01,0.000000000000000000e+00,1.675257366684757832e-01,3.332681233336130464e-03,9.653417887752348424e-19,1.512658372989179600e-01,1.400380276051881555e-03,-7.257049155841135968e-02,4.441678893854793253e-03,2.294040369608930929e-03,2.011594059740296706e-03,1.196966936847244687e-18,-2.449360200239010389e-19,3.665356432355060199e-19
4.000000000000000083e-02,1.332545711356963314e-01,0.000000000000000000e+00,1.306417281917477136e-01,2.612842943948714101e-03,-8.476982680615998065e-17,1.177248635510562136e-01,1.238582809673732365e-03,-5.716412206229842807e-02,3.470927549475168010e-03,1.801545758240771919e-03,1.549660833173259348e-03,-7.784095874326347167e-17,-5.412838650338150473e-19,3.358854831765762888e-17
4.499999999999999833e-02,1.039281469468249092e-01,0.000000000000000000e+00,1.018788382492470806e-01,2.049308697577830688e-03,1.976960294253637417e-18,9.160621963130867462e-02,1.089351312857055054e-03,-4.506000099347139132e-02,2.712787884316970270e-03,1.415508459257068790e-03,1.192432729233041788e-03,2.179431682203685690e-18,-2.259412194366568502e-19,9.482856286321077958e-20
