Dly,nInt,nInt_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc
0.000000000000000000e+00,9.999999999999997780e-01,0.000000000000000000e+00,9.499999999999998446e-01,4.999999999999998890e-02,0.000000000000000000e+00,8.445520054721693537e-01,0.000000000000000000e+00,4.350079425170724767e-01,4.445010555116681028e-02,0.000000000000000000e+00,2.289515486931960678e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,8.570123472651410834e-01,0.000000000000000000e+00,8.243454981633921985e-01,3.266684910174891265e-02,9.491365837444650072e-19,7.348606394461985047e-01,5.348979783367983562e-03,3.735568493947610258e-01,2.035602853381234326e-02,4.389774804468976610e-03,3.181960734990098294e-02,1.000414695196370566e-18,2.237567790492321255e-19,1.305206454318698649e-19
1.000000000000000021e-02,7.434530380003181449e-01,0.000000000000000000e+00,7.151706941995340516e-01,2.828234380078413490e-02,1.370962875162322465e-18,6.372643815481615626e-01,3.217593044881605739e-03,3.246130340057727937e-01,1.754822126630703472e-02,3.817139120828148477e-03,2.769568086068478416e-02,1.479542300526368691e-18,2.377439788268384773e-19,1.215249404594029674e-19
1.499999999999999944e-02,6.450078199719815331e-01,0.000000000000000000e+00,6.204534143352620212e-01,2.455440563671948406e-02,8.635320940196011089e-20,5.526436721179395217e-01,1.666128553113745137e-03,2.820509927010673157e-01,1.524389522356180658e-02,3.292871332465072132e-03,2.402812006635152500e-02,9.236251499317712453e-20,1.365693458561883755e-20,9.265581774435903145e-21
2.000000000000000042e-02,5.595969955917047267e-01,0.000000000000000000e+00,5.382805642264167911e-01,2.131643136528790783e-02,1.936148711655285364e-18,4.792829089836620482e-01,5.883486237712480180e-04,2.450235584841666259e-01,1.324084096311734134e-02,2.842313033506336552e-03,2.084566767911099835e-02,2.129546751221218323e-18,2.511558954223195992e-19,9.385643936902576519e-20
2.500000000000000139e-02,4.854947024365745545e-01,0.000000000000000000e+00,4.669907454422909665e-01,1.850395699428359492e-02,4.487595635243102441e-19,4.156783372447711566e-01,-1.421650609101923410e-04,2.128219413261281945e-01,1.149929726921606644e-02,2.454873708617400646e-03,1.808473778389366529e-02,4.326088676271738747e-19,1.683729194959235920e-19,1.401374380793709092e-19
2.999999999999999889e-02,4.212040092793264967e-01,0.000000000000000000e+00,4.051425874944478145e-01,1.606142178487870303e-02,1.011223336594785360e-19,3.605282262558595074e-01,-6.202063491581480230e-04,1.848256405177242379e-01,9.985523978440808898e-03,2.121372760178015862e-03,1.568949834446824523e-02,1.093237159122890969e-19,1.403122192071784886e-20,8.589851108211636424e-21
3.500000000000000333e-02,3.654260591152579951e-01,0.000000000000000000e+00,3.514856211364505989e-01,1.394043797880742050e-02,1.168218171895468240e-18,3.127055423288422897e-01,-9.163717400528011842e-04,1.604918907447349663e-01,8.670042113167049716e-03,1.834039962820829556e-03,1.361150923222802928e-02,7.687154816025936324e-19,-6.023256405381688610e-19,1.058801499141923234e-18
4.000000000000000083e-02,3.170338754266580628e-01,0.000000000000000000e+00,3.049349939114394670e-01,1.209888151521861313e-02,2.338919297314757141e-18,2.712342648022259550e-01,-1.083040951198247512e-03,1.393464256620995934e-01,7.527113041311464005e-03,1.586283700992919708e-03,1.180874766395962998e-02,2.616689437522991909e-18,2.471573390739946261e-19,2.768459863387654207e-20
4.499999999999999833e-02,2.750496316203131508e-01,0.000000000000000000e+00,2.645495346383998636e-01,1.050009698191329069e-02,-4.123159240738479079e-19,2.352689685001126407e-01,-1.158905396369027448e-03,1.209752135325109640e-01,6.534282154962677003e-03,1.372499205018651476e-03,1.024475785139942335e-02,-4.454098430621982380e-19,-6.258546663721600734e-20,-3.569670835222135312e-20
5.000000000000000278e-02,2.386249229994495125e-01,0.000000000000000000e+00,2.295127233452075310e-01,9.112199654241969274e-03,6.946482851396310525e-19,2.040772098930572487e-01,-1.172392039767475302e-03,1.050170946931800464e-01,5.671973711528725988e-03,1.187910684996026619e-03,8.887913347285888305e-03,7.194793725922410566e-19,1.566793170086591662e-19,1.201774008113943542e-19
5.500000000000000028e-02,2.070236454721184893e-01,0.000000000000000000e+00,1.991161817767848619e-01,7.907463695333641351e-03,6.601270376962667341e-20,1.770243218759777193e-01,-1.144249379388517958e-03,9.115724738446935593e-02,4.923132229256510679e-03,1.028440855436174844e-03,7.710777172791644096e-03,-3.908060795737712829e-19,-5.990477802948832661e-19,9.028987483842902427e-19
5.999999999999999778e-02,1.796071371997678134e-01,0.000000000000000000e+00,1.727453505958500002e-01,6.861786603917813254e-03,9.390555615951802040e-20,1.535602800669740864e-01,-1.089498257407110976e-03,7.912140724482462362e-02,4.272905966456679028e-03,8.906026761058690941e-04,6.689546755672694765e-03,1.030863559661574017e-19,1.228429670455542620e-20,4.938966564780901073e-21
6.500000000000000222e-02,1.558212845790413470e-01,0.000000000000000000e+00,1.498670636271785817e-01,5.954220951862754067e-03,1.202881686313833761e-19,1.332083524949665421e-01,-1.018901461360781184e-03,6.867076731450627580e-02,3.708368201746128131e-03,7.714091888940420366e-04,5.803572430994451831e-03,7.613804498902068938e-20,8.702322861416277540e-20,1.148742740706287810e-19
7.000000000000000666e-02,1.351853332361572235e-01,0.000000000000000000e+00,1.300187678683180914e-01,5.166565367839145995e-03,1.137845806866716060e-18,1.155552859929268039e-01,-9.400690231597974046e-04,5.959748871860723329e-02,3.218272291799550988e-03,6.682981572730122173e-04,5.034939749787222321e-03,8.006061878316905530e-19,-5.796031709344275729e-19,9.305576184527040529e-19
7.499999999999999722e-02,1.172821788579019864e-01,0.000000000000000000e+00,1.127991712762875520e-01,4.483007581614434356e-03,9.229407942338540236e-19,1.002428177873584542e-01,-8.582879508372948628e-04,5.172075660456552232e-02,2.792836781436196496e-03,5.790688650961820470e-04,4.368107135746744987e-03,3.229104767873621269e-19,-6.473817179501542034e-19,1.388662147794490589e-18
8.000000000000000167e-02,1.017499423544333814e-01,0.000000000000000000e+00,9.786012921702821887e-02,3.889813137405162546e-03,1.916328299555122755e-18,8.696033069362356371e-02,-7.771437148395564680e-04,4.488332088692315036e-02,2.423557155675822288e-03,5.018289444850386341e-04,3.789591552728407021e-03,2.194501976382653835e-18,1.891664646362539598e-19,-7.553692100220250305e-20
8.500000000000000611e-02,8.827465962604259808e-02,0.000000000000000000e+00,8.489960551493365426e-02,3.375054111108940352e-03,6.151503435700531744e-19,7.543849582768524797e-02,-6.989845388375699829e-04,3.894846655000228780e-02,2.103041139109038463e-03,4.349495087381797425e-04,3.287695819191508231e-03,6.600602424535535957e-19,1.128023029564940106e-19,6.192444381380062728e-20
8.999999999999999667e-02,7.658393859675066695e-02,0.000000000000000000e+00,7.365556577166669505e-02,2.928372825083978837e-03,-3.067383815613617673e-19,6.544376852224213781e-02,-6.252671835094482941e-04,3.379736343869244736e-02,1.824864754265721322e-03,3.770271889824624309e-04,2.852272049838474807e-03,-3.396113191137705138e-19,-4.453735439309179130e-20,-1.053323720527255290e-20
9.500000000000000111e-02,6.644145562421711892e-02,0.000000000000000000e+00,6.390067947664496151e-02,2.540776147572156550e-03,4.401954996683407628e-19,5.677362176502617069e-02,-5.568135237784857224e-04,2.932675047132219173e-02,1.583446641144244755e-03,3.268519307848982854e-04,2.474516436707957512e-03,2.140900034258237828e-20,-4.932507496224322911e-19,9.197641500413266088e-19
1.000000000000000056e-01,5.764218028203257904e-02,0.000000000000000000e+00,5.543772378674607926e-02,2.204456495286499351e-03,5.348172830918846013e-19,4.925241743834016250e-02,-4.940000928675252747e-04,2.544691393783390237e-02,1.373938410865051729e-03,2.833796131781080052e-04,2.146791216793009216e-03,5.753439618536572035e-19,1.035913023283571443e-19,5.096118932727489056e-20
1.049999999999999961e-01,5.000823217300862100e-02,0.000000000000000000e+00,4.809559604162083613e-02,1.912636131387784010e-03,8.320323878866957478e-19,4.272782933365302377e-02,-4.368973580322657829e-04,2.207992394518999354e-02,1.192129055673509528e-03,2.457087184085286020e-04,1.862470223830204989e-03,5.980523571371366641e-19,-3.705637300277434424e-19,6.559522781210722522e-19
1.100000000000000006e-01,4.338528616210525490e-02,0.000000000000000000e+00,4.172585439042868910e-02,1.659431771676563418e-03,4.419153033953132050e-21,3.706774367981579416e-02,-3.853713904818719554e-04,1.915809711328068238e-02,1.034361664671551873e-03,2.130604146593034992e-04,1.615804899431827393e-03,-3.071114773802162771e-19,-3.973396834259416027e-19,6.058965452036401628e-19
1.150000000000000050e-01,3.763945346832075350e-02,0.000000000000000000e+00,3.619971658428052658e-02,1.439736884040224976e-03,-7.034560070876414231e-19,3.215757304110786197e-02,-3.391574820461668504e-04,1.662265730193488930e-02,8.974609000176833086e-04,1.847615226280797040e-04,1.401808052898916631e-03,-8.454003588358745630e-19,-4.690187007288058337e-20,1.050586834898458152e-19
1.199999999999999956e-01,3.265457564787863087e-02,0.000000000000000000e+00,3.140545625316428641e-02,1.249119394714344033e-03,4.971853736233889269e-20,2.789792815196038764e-02,-2.979129050149518176e-04,1.442256947067858258e-02,7.786698728292986999e-04,1.602299253167421063e-04,1.216153018307523665e-03,5.629634216329783774e-20,7.008664531889746996e-21,-7.185574100785925617e-22
1.250000000000000000e-01,2.832987682732225967e-02,0.000000000000000000e+00,2.724614402315547398e-02,1.083732804166786558e-03,4.591680330596400676e-20,2.420259976056079662e-02,-2.612542278201836058e-04,1.251352475331458242e-02,6.755952228853985856e-04,1.389620527576781246e-04,1.055086169064956047e-03,3.675722840635354688e-19,6.799535235987254139e-20,-6.133518964672869749e-19
1.300000000000000044e-01,2.457792677173659124e-02,0.000000000000000000e+00,2.363768780214843893e-02,9.402389695881520956e-04,9.262604648913932171e-20,2.099680902574229888e-02,-2.287832499321171655e-04,1.085705749073502015e-02,5.861593529194650785e-04,1.205221328397405460e-04,9.153510204212278716e-04,7.523908048395765202e-20,4.596231303436747956e-20,5.620915266648109369e-20
1.350000000000000089e-01,2.132287364560201889e-02,0.000000000000000000e+00,2.050713261163785231e-02,8.157410339641661505e-04,5.981263207011602106e-19,1.821569059714799044e-02,-2.001045996617096319e-04,9.419777332027147801e-03,5.085588983554125125e-04,1.045329484228596652e-04,7.941223848932814963e-04,2.453764549772977161e-19,-1.879387614159455640e-19,8.298396241471073343e-19
1.400000000000000133e-01,1.849891076665783132e-02,0.000000000000000000e+00,1.779118558963744753e-02,7.077251770203824878e-04,5.315176267507823968e-19,1.580297733137831645e-02,-1.748372688272994578e-04,8.172701610774057296e-03,4.412286282879863595e-04,9.066788152012411281e-05,6.889492489329617072e-04,3.721244026635608992e-19,-3.084258358760023331e-19,4.382985141728002766e-19
1.449999999999999900e-01,1.604894637698014645e-02,0.000000000000000000e+00,1.543493634275750967e-02,6.140100342226376476e-04,-4.427536454720598176e-19,1.370985976393945295e-02,-1.526217779428074234e-04,7.090675056171671757e-03,3.828100748617015571e-04,7.864405906883070632e-05,5.977052156051151661e-04,-5.435439509547520516e-19,-3.107212907654052884e-20,8.835510087528347526e-20
1.499999999999999944e-01,1.392344955445972560e-02,0.000000000000000000e+00,1.339074677510656772e-02,5.327027793531580960e-04,3.904234104655495072e-19,1.189399705865536866e-02,-1.331242287450633993e-04,6.151865531233919118e-03,3.321242773560837314e-04,6.821644296037356655e-05,5.185455110847126672e-04,1.134365070205231218e-19,-3.174715970006351125e-19,6.324004312485277738e-19
1.549999999999999989e-01,1.207944894489186571e-02,0.000000000000000000e+00,1.161728794831790035e-02,4.621609965739656911e-04,-3.514916735522463731e-19,1.031865927111782349e-02,-1.160381726093634913e-04,5.337325926191181444e-03,2.881481055717841229e-04,5.917273056438162270e-05,4.498696855493169522e-04,-4.346794102669925661e-19,-2.586562451949908319e-20,7.630269372038345352e-20
1.600000000000000033e-01,1.047966408144405948e-02,0.000000000000000000e+00,1.007870449980182923e-02,4.009595816422304674e-04,7.126518729332129008e-19,8.951983457514503875e-03,-1.010849772227246122e-04,4.630613595601467888e-03,2.499936957443850676e-04,5.132895177662757068e-05,3.902892542177801172e-04,8.590411011093695994e-19,8.024034511472957013e-20,-1.114591268330312846e-19
1.650000000000000078e-01,9.091751736405518508e-03,0.000000000000000000e+00,8.743889725299085897e-03,3.478620111064321778e-04,-3.030564895622805710e-20,7.766328492165761564e-03,-8.801318970666457454e-05,4.017459832359959737e-03,2.168905922964399946e-04,4.452566529564714378e-05,3.385996241972634587e-04,-2.815549181464694292e-20,-1.205483281278940892e-20,-1.152068489210318322e-20
1.700000000000000122e-01,7.887652074043044470e-03,0.000000000000000000e+00,7.585856669329557253e-03,3.017954047134871086e-04,2.160692936199689639e-19,6.737715475930642142e-03,-7.659725698142475891e-05,3.485482838754093340e-03,1.881702412814404205e-04,3.862467092370934539e-05,2.937557394791132873e-04,2.431752493253497560e-19,4.431056213473228906e-20,-2.489967408909037503e-22
1.750000000000000167e-01,6.843021389707461093e-03,0.000000000000000000e+00,6.581192508217706232e-03,2.618288814897548069e-04,-3.741438101611201957e-20,5.845342365661735165e-03,-6.663586200224150616e-05,3.023938500074954856e-03,1.632525272702439474e-04,3.350616662419937669e-05,2.548509516155135360e-04,-5.242918921661249031e-20,2.418728963742068376e-21,2.008127686661872258e-20
