Name,Fit Num,RedChiSq,lf,FuncEvals,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,
hpTG-GTG_T5-N3,1,0.885634631872,60.76302,15,0.0011080224267,0.000487329770606,19.266964964,54.5283928156,2829.73018861,16285.913943,0.0,2.39861482564,2.39861482564,2.39861482564,4.98144257751,4.98144257751,4.98144257751,4.80454856973e-05,6.05992411183e-05,0.40802299258,3.80207313589,301.088211557,2143.82855744,0.0,0.0297107259149,0.0297107259149,0.0297107259149,0.576608680293,0.576608680293,0.576608680293,
