Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
hpTG-GTG_T5-N3,1,140,132,8,116.903771407,0.885634631872,0.921773632409,0.916996449655,-8.14154435487,14.2923583848,116.903771407,1494.42924434,0.941081628697
