Name,Fit Num,RedChiSq,lf,FuncEvals,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,R1,R1b,R1c,R2,R2b,R2c,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,ddG12,ddG21,dG13,ddG13,ddG31,ddG23,ddG32,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,ddG12_err,ddG21_err,dG13_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,
hpTG-GTG_T5-N3,1,0.885634631872,60.76302,15,0.0011080224267,0.000487329770606,19.266964964,54.5283928156,2829.73018861,16285.913943,0.0,2.39861482564,2.39861482564,2.39861482564,4.98144257751,4.98144257751,4.98144257751,4.80454856973e-05,6.05992411183e-05,0.40802299258,3.80207313589,301.088211557,2143.82855744,0.0,0.0297107259149,0.0297107259149,0.0297107259149,0.576608680293,0.576608680293,0.576608680293,3.13693323144,2826.59325538,7.9454144033,16277.9685286,0.0,0.0,0.444641445014,0.000353782772989,6.14327272008e-05,4.0316944737,16.7787205264,12.7470260527,4.51843776725,16.2280028919,11.7095651246,0.0,0.0,0.360370515627,300.754467099,1.43844984216,2142.78287463,0.0,0.0,0.0431316234389,3.76431059391e-05,8.08681965173e-06,0.0928289033941,0.0690657744738,0.0636835718679,0.132678617247,0.107873848605,0.078441141966,0.0,0.0,
