Dly,nInt,nInt_err,PeffA,PeffB,PeffC,Mxa,Mya,Mza,Mxb,Myb,Mzb,Mxc,Myc,Mzc
0.000000000000000000e+00,9.650203797553108531e-01,1.599979717091956632e-02,9.500000000000000666e-01,5.000000000000000278e-02,0.000000000000000000e+00,3.367174828320964042e-01,0.000000000000000000e+00,-8.883250175218622147e-01,1.772197278063665157e-02,0.000000000000000000e+00,-4.675394829062433366e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000104e-03,8.888827470133316977e-01,1.960248802697656112e-02,8.589520315029686159e-01,2.873641048908919665e-02,-1.337713922923510479e-18,3.072515489536871147e-01,-7.259824858181726862e-03,-8.021247265507027713e-01,2.430581778243752836e-02,1.589063100107884069e-02,-2.151847106150685598e-02,-1.138306205379028117e-18,-2.451528482666463681e-18,9.991170000884392085e-19
1.000000000000000021e-02,7.896804094916897165e-01,1.960281251750266296e-02,7.670713192942493208e-01,2.553887589094357494e-02,-1.596304158549211061e-18,2.746045367220755207e-01,-5.775103214937916604e-03,-7.162396559821607722e-01,2.175885561595361853e-02,1.432154400106125033e-02,-1.906435670508252814e-02,-1.138017827112981032e-18,-2.159394580520705682e-18,1.275770050493173657e-18
1.499999999999999944e-02,7.091103823960902552e-01,2.428365949179304636e-02,6.849452684275013636e-01,2.280551192733434873e-02,5.953168605450151046e-19,2.453504181769576298e-01,-4.592950462868223942e-03,-6.395004289877470605e-01,1.942227027812226670e-02,1.279588684546984455e-02,-1.702689677054087386e-02,2.460109055627933380e-20,2.342172506362611256e-19,-6.273237714111938234e-19
2.000000000000000042e-02,5.991134024097033439e-01,1.872114500497548684e-02,6.116111684648077862e-01,2.036522220396105864e-02,-1.995984643798664384e-18,2.191886514588102797e-01,-3.688579719007328492e-03,-5.709914153628031785e-01,1.733735173535355320e-02,1.143081469616601641e-02,-1.520746505163872268e-02,-1.129521942002932464e-18,-1.656099487869458260e-18,1.706420056391777168e-18
2.500000000000000139e-02,5.716872318368455552e-01,1.537299751252212479e-02,5.461284371286396766e-01,1.818582718572553034e-02,-1.993696468328263878e-20,1.957991213185958368e-01,-2.991957392879610305e-03,-5.098280686324674349e-01,1.547711614997181184e-02,1.021056128968319231e-02,-1.358187599914558071e-02,2.603323254902517228e-19,-1.744293766325853629e-20,1.199995043316435750e-19
2.999999999999999889e-02,4.852824124639990022e-01,2.061922922911006359e-02,4.876565385248763373e-01,1.623949055882647347e-02,1.051705096086975707e-18,1.748927653448630881e-01,-2.451024831001188432e-03,-4.552210642612162794e-01,1.381711863599469417e-02,9.119985700559605710e-03,-1.212962644442847418e-02,2.608502084357036394e-19,8.624605922182591042e-20,-1.025848645177328534e-18
3.500000000000000333e-02,4.349025328689526404e-01,1.740769669176379583e-02,4.354449031411255500e-01,1.450133559165932631e-02,-4.631537810652916181e-19,1.562093837852403244e-01,-2.027309673888047069e-03,-4.064663499947686609e-01,1.233563326006797793e-02,8.145464870350661163e-03,-1.083234766758053511e-02,-5.611292391228532449e-19,-6.614889357824893919e-19,2.826151038405397225e-19
4.000000000000000083e-02,3.815100880262527472e-01,1.563515828905057484e-02,3.888233063239601717e-01,1.294912859142243605e-02,-2.485921418005058628e-18,1.395151122886010286e-01,-1.692319948428926829e-03,-3.629358142814800847e-01,1.101333735207791348e-02,7.274764066320836380e-03,-9.673586538237336288e-03,-1.118012471124165459e-18,-9.891210478522356350e-19,2.234734993269654842e-18
4.499999999999999833e-02,3.168427824312438079e-01,1.877916261593738645e-02,3.471932704653077351e-01,1.156300137688594763e-02,-6.219759514737415225e-19,1.246000118179520499e-01,-1.424899846987853422e-03,-3.240690050640920861e-01,9.833033482062996863e-03,6.496907165137550018e-03,-8.638614104064466434e-03,-9.760458741222658922e-19,-7.650771591062970185e-19,2.951908804375176889e-19
5.000000000000000278e-02,3.522512980002597272e-01,2.419530622612653045e-02,3.100203864978223756e-01,1.032520203900911225e-02,-2.054179401007096772e-19,1.112758064838778593e-01,-1.209292173303291255e-03,-2.893657756376789569e-01,8.779406751129986350e-03,5.802055696413807237e-03,-7.714251045384301446e-03,6.269870530887362404e-20,-4.719758227146272864e-21,2.434455734764750581e-19
5.500000000000000028e-02,2.812220878902874088e-01,1.877383238038113009e-02,2.768274566304723683e-01,9.219871303984251976e-03,1.571378060786290412e-16,9.937378308060595966e-02,-1.033717951070050808e-03,-2.583797474722089316e-01,7.838812145270157572e-03,5.181397126734818732e-03,-6.888709114494124923e-03,5.570204374178210287e-17,-4.242053712359223601e-20,-1.469339050942005828e-16
5.999999999999999778e-02,2.581068590564242760e-01,1.782242781361213432e-02,2.471883706322285379e-01,8.232842048343977023e-03,1.505244820903684448e-18,8.874285665279181556e-02,-8.893345643759187000e-04,-2.307124945787261683e-01,6.999087637554775657e-03,4.627042392469000488e-03,-6.151447574596316699e-03,5.025025384998549247e-19,-2.899608150156292441e-20,-1.419279165969297569e-18
6.500000000000000222e-02,2.330832932442150895e-01,1.914657935826110519e-02,2.207226372972190820e-01,7.351459700254260252e-03,-1.915203795336570892e-18,7.924780013990662120e-02,-7.694710243472924985e-04,-2.060083663519741981e-01,6.249389480548563774e-03,4.131932420287327996e-03,-5.493043563859509835e-03,-6.477951361875215540e-19,-5.786680590310638464e-19,1.802628121843247792e-18
7.000000000000000666e-02,1.565491772504295775e-01,2.283367252756396057e-02,1.970905010687286907e-01,6.564421446469938248e-03,-5.069384203114625398e-19,7.076763210040895591e-02,-6.690661790946173448e-04,-1.839498762787384056e-01,5.580046727166465027e-03,3.689753206225517175e-03,-4.905075282293549707e-03,-4.413071665589035808e-19,-2.767679245864755345e-19,3.748579117419885841e-19
7.499999999999999722e-02,1.894010237546872311e-01,1.835463362635440798e-02,1.759885812627471624e-01,5.861632345324148917e-03,-1.859838061586510934e-18,6.319415404985635754e-02,-5.842555926124033726e-04,-1.642535928181798333e-01,4.982432492816373827e-03,3.294858926772567878e-03,-4.380016912672627175e-03,-7.041307710283811569e-19,1.300849921518110073e-19,1.722064545665277966e-18
8.000000000000000167e-02,1.870709034997863618e-01,1.798713892924553789e-02,1.571459780050730448e-01,5.234076618913788975e-03,-2.741828046156293286e-18,5.643062757942358260e-02,-5.120673785082968102e-04,-1.466664764154679834e-01,4.448849853142628971e-03,2.942202507033072744e-03,-3.911144226932080845e-03,-1.049661399588097874e-18,-3.607237619765166874e-19,2.534317119463263397e-18
8.500000000000000611e-02,1.562430663763771099e-01,1.863081800198540181e-02,1.403207949615384309e-01,4.673702560148300204e-03,7.613320105444032966e-19,5.039058081141357948e-02,-4.501979236917321510e-04,-1.309626132209339155e-01,3.972430581339894511e-03,2.627273055957540966e-03,-3.492449885878083464e-03,3.384110073945248112e-19,2.031508502292430585e-19,-6.859161854344927505e-19
8.999999999999999667e-02,1.578807142798019092e-01,1.881640109802715580e-02,1.252970342722537489e-01,4.173319641454095556e-03,-5.990600000180785428e-19,4.499673365063509151e-02,-3.968462264874245333e-04,-1.169403018254817350e-01,3.547045182869799137e-03,2.346039585775627507e-03,-3.118567505440743987e-03,-4.210074353426018216e-19,-2.090047120931728044e-19,4.810699098930869566e-19
9.500000000000000111e-02,1.352607785947068375e-01,1.895212261210236712e-02,1.118818238654423342e-01,3.726506551276950394e-03,2.242638966450471527e-18,4.018003153030740709e-02,-3.505912715654192725e-04,-1.044194543275800552e-01,3.167222895556503440e-03,2.094900454213554156e-03,-2.784703632071527848e-03,8.128107945977110252e-19,9.265977462612736509e-20,-2.090247799766094908e-18
1.000000000000000056e-01,9.665149550790100297e-02,1.812386192954304476e-02,9.990294158305619565e-02,3.327529012162868012e-03,-3.221142558383489476e-19,3.587877780405450412e-02,-3.103010325460180412e-04,-9.323927742763547799e-02,2.828080498563820180e-03,1.870637998234423805e-03,-2.486576839852889815e-03,-8.262872339404573212e-20,2.143212383299885722e-21,3.131579115846667076e-19
