offset,slp,r1p,r1p_err,r2eff,r2eff_err,prexp
0.000000000000000000e+00,1.000000000000000000e+02,5.997061459935209626e+01,1.845838581401960221e+00,5.997061459935209626e+01,1.845838581401960221e+00,9.687802308466768597e-01
0.000000000000000000e+00,1.693877551020408134e+02,6.166849174372273978e+01,1.662220804130278839e+00,6.166849174372273978e+01,1.662220804130278839e+00,1.004199810655685754e+00
0.000000000000000000e+00,2.387755102040816269e+02,5.570087783075307186e+01,1.467676804441190974e+00,5.570087783075307186e+01,1.467676804441190974e+00,9.896258339729623321e-01
0.000000000000000000e+00,3.081632653061224119e+02,5.281823229394210273e+01,1.523921223206701203e+00,5.281823229394210273e+01,1.523921223206701203e+00,9.977519543275610303e-01
0.000000000000000000e+00,3.775510204081632537e+02,4.868097974231562119e+01,1.280898149432395661e+00,4.868097974231562119e+01,1.280898149432395661e+00,9.993617668502576823e-01
0.000000000000000000e+00,4.469387755102040956e+02,4.257714695431150886e+01,1.001773555102087210e+00,4.257714695431150886e+01,1.001773555102087210e+00,9.764614908936957161e-01
0.000000000000000000e+00,5.163265306122448237e+02,3.881689605881473426e+01,9.510565095109951850e-01,3.881689605881473426e+01,9.510565095109951850e-01,9.825382073268257299e-01
0.000000000000000000e+00,5.857142857142856656e+02,3.738359829120126676e+01,8.203065750593201422e-01,3.738359829120126676e+01,8.203065750593201422e-01,9.920559726687444568e-01
0.000000000000000000e+00,6.551020408163265074e+02,3.472637799184904139e+01,8.135206132029394466e-01,3.472637799184904139e+01,8.135206132029394466e-01,9.753507468504324374e-01
0.000000000000000000e+00,7.244897959183673493e+02,3.350736501283662960e+01,7.496830485412632195e-01,3.350736501283662960e+01,7.496830485412632195e-01,1.002894864944092967e+00
0.000000000000000000e+00,7.938775510204081911e+02,3.131372853222546482e+01,6.488909734852666977e-01,3.131372853222546482e+01,6.488909734852666977e-01,9.963658188778862224e-01
0.000000000000000000e+00,8.632653061224489193e+02,3.009634924602872275e+01,7.054084766921527860e-01,3.009634924602872275e+01,7.054084766921527860e-01,9.800263704075711235e-01
0.000000000000000000e+00,9.326530612244897611e+02,2.937705676389771270e+01,5.973577991581140445e-01,2.937705676389771270e+01,5.973577991581140445e-01,1.009832241713507717e+00
0.000000000000000000e+00,1.002040816326530603e+03,2.760478999776397302e+01,5.759783521642063420e-01,2.760478999776397302e+01,5.759783521642063420e-01,9.939996797141398277e-01
0.000000000000000000e+00,1.071428571428571331e+03,2.707019365430613433e+01,5.176034268180712550e-01,2.707019365430613433e+01,5.176034268180712550e-01,1.002235571598643293e+00
0.000000000000000000e+00,1.140816326530612287e+03,2.645540871057905719e+01,5.553713592698056312e-01,2.645540871057905719e+01,5.553713592698056312e-01,9.972292088405432242e-01
0.000000000000000000e+00,1.210204081632653015e+03,2.596464840144095731e+01,4.430139407353420600e-01,2.596464840144095731e+01,4.430139407353420600e-01,1.000288737051372667e+00
0.000000000000000000e+00,1.279591836734693743e+03,2.533043617044561557e+01,4.500765026612197350e-01,2.533043617044561557e+01,4.500765026612197350e-01,9.958586855003922489e-01
0.000000000000000000e+00,1.348979591836734699e+03,2.436995036481270560e+01,5.255059511082131873e-01,2.436995036481270560e+01,5.255059511082131873e-01,9.890915953760874846e-01
0.000000000000000000e+00,1.418367346938775427e+03,2.402190791336891351e+01,5.223631525202646619e-01,2.402190791336891351e+01,5.223631525202646619e-01,9.943533427864807983e-01
0.000000000000000000e+00,1.487755102040816382e+03,2.394541465481525577e+01,4.990214111482170756e-01,2.394541465481525577e+01,4.990214111482170756e-01,9.962026169982687307e-01
