offset,slp,w1,w2,w3,w4,w5,w6,w7,w8,w9
-1.859296482412061948e+02,2.000000000000000000e+02,-9.749187039807396786e+02,-9.749187039807396786e+02,-5.845715149958192569e+01,-5.845715149958192569e+01,-2.238162128664895789e+01,-9.948666677527077127e+02,-1.517242476205871071e+01,-1.517242476205871071e+01,-1.165515047588242048e+01
-1.959798994974876223e+02,2.000000000000000000e+02,-9.749078906959025517e+02,-9.749078906959025517e+02,-5.884304773070380179e+01,-5.884304773070380179e+01,-2.109057688388335805e+01,-9.954075462629034519e+02,-1.540875417728852881e+01,-1.540875417728852881e+01,-1.118249164542310758e+01
-2.060301507537690213e+02,2.000000000000000000e+02,-9.748980704987043282e+02,-9.748980704987043282e+02,-5.920231053372868502e+01,-5.920231053372868502e+01,-1.988816273662428458e+01,-9.959110751985105026e+02,-1.563374910154475117e+01,-1.563374910154475117e+01,-1.073250179691050299e+01
-2.160804020100504204e+02,2.000000000000000000e+02,-9.748891496500880294e+02,-9.748891496500880294e+02,-5.953645269204002943e+01,-5.953645269204002943e+01,-1.876970567641232890e+01,-9.963790896393339835e+02,-1.584742138532274680e+01,-1.584742138532274680e+01,-1.030515722935431810e+01
-2.261306532663318194e+02,2.000000000000000000e+02,-9.748810442247186074e+02,-9.748810442247186074e+02,-5.984704590657531753e+01,-5.984704590657531753e+01,-1.773031275493423919e+01,-9.968135069824803622e+02,-1.604993133539133510e+01,-1.604993133539133510e+01,-9.900137329216907034e+00
-2.361809045226131900e+02,2.000000000000000000e+02,-9.748736789649108232e+02,-9.748736789649108232e+02,-6.013567054235136311e+01,-6.013567054235136311e+01,-1.676502045694599374e+01,-9.972162805285289551e+02,-1.624155145183783588e+01,-1.624155145183783588e+01,-9.516897096324193228e+00
-2.462311557788946175e+02,2.000000000000000000e+02,-9.748669862825797736e+02,-9.748669862825797736e+02,-6.040387901335745369e+01,-6.040387901335745369e+01,-1.586890720119557763e+01,-9.975893622069247613e+02,-1.642263617825682331e+01,-1.642263617825682331e+01,-9.154727643486550548e+00
-2.562814070351760165e+02,2.000000000000000000e+02,-9.748609053883349134e+02,-9.748609053883349134e+02,-6.065317014587839139e+01,-6.065317014587839139e+01,-1.503717555172485909e+01,-9.979346733798470268e+02,-1.659359710931431664e+01,-1.659359710931431664e+01,-8.812805781371466196e+00
-2.663316582914574155e+02,2.000000000000000000e+02,-9.748553815299884491e+02,-9.748553815299884491e+02,-6.088497217457825172e+01,-6.088497217457825172e+01,-1.426520996500098981e+01,-9.982540826258651805e+02,-1.675488300374965434e+01,-1.675488300374965434e+01,-8.490233992500723303e+00
-2.763819095477388146e+02,2.000000000000000000e+02,-9.748503653254706478e+02,-9.748503653254706478e+02,-6.110063237813994874e+01,-6.110063237813994874e+01,-1.354861515876562628e+01,-9.985493894340138468e+02,-8.186072139951521720e+00,-1.690696393002404818e+01,-1.690696393002404818e+01
-2.864321608040202136e+02,2.000000000000000000e+02,-9.748458121773104494e+02,-9.748458121773104494e+02,-6.130141170883553059e+01,-6.130141170883553059e+01,-1.288323941634726566e+01,-9.988223128113622806e+02,-1.705031889854740257e+01,-1.705031889854740257e+01,-7.899362202905449770e+00
-2.964824120603016127e+02,2.000000000000000000e+02,-9.748416817577594884e+02,-9.748416817577594884e+02,-6.148848308917206396e+01,-6.148848308917206396e+01,-1.226518640205930666e+01,-9.990744839040818306e+02,-1.718542638837413961e+01,-1.718542638837413961e+01,-7.629147223251833587e+00
-3.065326633165830117e+02,2.000000000000000000e+02,-9.748379375552146939e+02,-9.748379375552146939e+02,-6.166293232719272055e+01,-6.166293232719272055e+01,-1.169081839535446221e+01,-9.993074418398337002e+02,-1.731275724335370114e+01,-1.731275724335370114e+01,-7.374485513293229211e+00
-3.165829145728644107e+02,2.000000000000000000e+02,-9.748345464739536510e+02,-9.748345464739536510e+02,-6.182576083705956194e+01,-6.182576083705956194e+01,-1.115675326940632672e+01,-9.995226321085658583e+02,-1.743276948352718136e+01,-1.743276948352718136e+01,-7.134461032945179859e+00
