lf,alignmag,te,pb,pc,dwb,dwc,kexab,kexac,kexbc,k12,k21,k13,k31,k23,k32,r1,r2,r1b,r2b,r1c,r2c
70.960783,auto,0.0,0.00344591508873,0.0,44.0723152829,0.0,2999.47738829,0.0,0.0,10.3359443906,2989.1414439,0.0,0.0,0.0,0.0,2.54650058622,5.05417014078,2.54650058622,5.05417014078,2.54650058622,5.05417014078
