Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
dT5N3-mc,1,216,206,10,82.0946331348,0.398517636577,0.844514393836,0.836929730121,-187.886474124,-155.206860778,82.0946331348,527.988636119,0.631282533084
