Name,FitNum,RedChiSq,lf,AlignMag,Temp,pA,pB,pC,dwB,dwC,kexAB,kexAC,kexBC,k12,k21,k13,k31,k23,k32,tau1,tau2,tau3,dG12,dG13,ddG12,ddG21,ddG13,ddG31,ddG23,ddG32,R1,R1b,R1c,R2,R2b,R2c,pA_err,pB_err,pC_err,dwB_err,dwC_err,kexAB_err,kexAC_err,kexBC_err,k12_err,k21_err,k13_err,k31_err,k23_err,k32_err,tau1_err,tau2_err,tau3_err,dG12_err,dG13_err,ddG12_err,ddG21_err,ddG13_err,ddG31_err,ddG23_err,ddG32_err,R1_err,R1b_err,R1c_err,R2_err,R2b_err,R2c_err
dT5N3-mc,1,0.3985176365297169,70.960783,auto,298.2,0.9986661438277515,0.0013338561722485039,0.0,16.705142178917693,0.0,6446.820702153284,0.0,0.0,8.599131584946592,6438.221570568338,0.0,0.0,0.0,0.0,0.11629081263863586,0.00015532239595036557,0.0,3.9219282387645515,0.0,16.181155161841083,12.259226923076533,0.0,0.0,0.0,0.0,2.340868685013043,2.340868685013043,2.340868685013043,5.00231119089309,5.00231119089309,5.00231119089309,4.0631482384494014e-05,4.0631482384494014e-05,0.0,0.1912395590890079,0.0,255.19285541384596,0.0,0.0,0.4292988869154524,254.8525991061753,0.0,0.0,0.0,0.0,0.005805646294755456,6.148330850914598e-06,0.0,0.03775499498274093,0.0,0.02958389252883882,0.02345704476247823,0.0,0.0,0.0,0.0,0.016133175608464105,0.016133175608464105,0.016133175608464105,0.14024275120768004,0.14024275120768004,0.14024275120768004
